model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,split,calibration_status,candidate_n,candidate_error_count,deferred_n,deferred_error_count,residual_n,residual_error_count,residual_has_two_classes
TAPB,bindingdb,seed_4,target,base,0.8,0.1,0.2,validation,cross_fitted,14,5.0,1,0.0,13,5.0,True
TAPB,bindingdb,seed_4,target,base,0.8,0.1,0.2,test,fitted,3,0.0,0,0.0,3,0.0,False
TAPB,bindingdb,seed_4,target,base,0.8,0.2,0.2,validation,cross_fitted,14,5.0,3,0.0,11,5.0,True
TAPB,bindingdb,seed_4,target,base,0.8,0.2,0.2,test,fitted,3,0.0,1,0.0,2,0.0,False
TAPB,bindingdb,seed_4,target,base,0.9,0.1,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_4,target,base,0.9,0.1,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_4,target,base,0.9,0.2,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_4,target,base,0.9,0.2,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_4,drug,base,0.8,0.1,0.2,validation,cross_fitted,14,5.0,1,1.0,13,4.0,True
TAPB,bindingdb,seed_4,drug,base,0.8,0.1,0.2,test,fitted,3,0.0,0,0.0,3,0.0,False
TAPB,bindingdb,seed_4,drug,base,0.8,0.2,0.2,validation,cross_fitted,14,5.0,3,2.0,11,3.0,True
TAPB,bindingdb,seed_4,drug,base,0.8,0.2,0.2,test,fitted,3,0.0,1,0.0,2,0.0,False
TAPB,bindingdb,seed_4,drug,base,0.9,0.1,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_4,drug,base,0.9,0.1,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_4,drug,base,0.9,0.2,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_4,drug,base,0.9,0.2,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_5,target,base,0.8,0.1,0.2,validation,cross_fitted,836,296.0,84,42.0,752,254.0,True
TAPB,bindingdb,seed_5,target,base,0.8,0.1,0.2,test,fitted,215,80.0,22,8.0,193,72.0,True
TAPB,bindingdb,seed_5,target,base,0.8,0.2,0.2,validation,cross_fitted,836,296.0,167,84.0,669,212.0,True
TAPB,bindingdb,seed_5,target,base,0.8,0.2,0.2,test,fitted,215,80.0,43,21.0,172,59.0,True
TAPB,bindingdb,seed_5,target,base,0.9,0.1,0.2,validation,cross_fitted,573,190.0,57,31.0,516,159.0,True
TAPB,bindingdb,seed_5,target,base,0.9,0.1,0.2,test,fitted,139,46.0,14,6.0,125,40.0,True
TAPB,bindingdb,seed_5,target,base,0.9,0.2,0.2,validation,cross_fitted,573,190.0,115,55.0,458,135.0,True
TAPB,bindingdb,seed_5,target,base,0.9,0.2,0.2,test,fitted,139,46.0,28,10.0,111,36.0,True
TAPB,bindingdb,seed_5,drug,base,0.8,0.1,0.2,validation,cross_fitted,836,296.0,84,41.0,752,255.0,True
TAPB,bindingdb,seed_5,drug,base,0.8,0.1,0.2,test,fitted,215,80.0,22,8.0,193,72.0,True
TAPB,bindingdb,seed_5,drug,base,0.8,0.2,0.2,validation,cross_fitted,836,296.0,167,73.0,669,223.0,True
TAPB,bindingdb,seed_5,drug,base,0.8,0.2,0.2,test,fitted,215,80.0,43,21.0,172,59.0,True
TAPB,bindingdb,seed_5,drug,base,0.9,0.1,0.2,validation,cross_fitted,573,190.0,57,20.0,516,170.0,True
TAPB,bindingdb,seed_5,drug,base,0.9,0.1,0.2,test,fitted,139,46.0,14,6.0,125,40.0,True
TAPB,bindingdb,seed_5,drug,base,0.9,0.2,0.2,validation,cross_fitted,573,190.0,115,44.0,458,146.0,True
TAPB,bindingdb,seed_5,drug,base,0.9,0.2,0.2,test,fitted,139,46.0,28,10.0,111,36.0,True
TAPB,bindingdb,seed_6,target,base,0.8,0.1,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_6,target,base,0.8,0.1,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_6,target,base,0.8,0.2,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_6,target,base,0.8,0.2,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_6,target,base,0.9,0.1,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_6,target,base,0.9,0.1,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_6,target,base,0.9,0.2,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_6,target,base,0.9,0.2,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_6,drug,base,0.8,0.1,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_6,drug,base,0.8,0.1,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_6,drug,base,0.8,0.2,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_6,drug,base,0.8,0.2,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_6,drug,base,0.9,0.1,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_6,drug,base,0.9,0.1,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_6,drug,base,0.9,0.2,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_6,drug,base,0.9,0.2,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False
TAPB,bindingdb,seed_7,target,base,0.8,0.1,0.2,validation,cross_fitted,744,197.0,74,15.0,670,182.0,True
TAPB,bindingdb,seed_7,target,base,0.8,0.1,0.2,test,fitted,183,50.0,18,8.0,165,42.0,True
TAPB,bindingdb,seed_7,target,base,0.8,0.2,0.2,validation,cross_fitted,744,197.0,149,28.0,595,169.0,True
TAPB,bindingdb,seed_7,target,base,0.8,0.2,0.2,test,fitted,183,50.0,37,15.0,146,35.0,True
TAPB,bindingdb,seed_7,target,base,0.9,0.1,0.2,validation,cross_fitted,436,86.0,44,9.0,392,77.0,True
TAPB,bindingdb,seed_7,target,base,0.9,0.1,0.2,test,fitted,113,25.0,11,6.0,102,19.0,True
TAPB,bindingdb,seed_7,target,base,0.9,0.2,0.2,validation,cross_fitted,436,86.0,87,21.0,349,65.0,True
TAPB,bindingdb,seed_7,target,base,0.9,0.2,0.2,test,fitted,113,25.0,23,9.0,90,16.0,True
TAPB,bindingdb,seed_7,drug,base,0.8,0.1,0.2,validation,cross_fitted,744,197.0,74,26.0,670,171.0,True
TAPB,bindingdb,seed_7,drug,base,0.8,0.1,0.2,test,fitted,183,50.0,18,8.0,165,42.0,True
TAPB,bindingdb,seed_7,drug,base,0.8,0.2,0.2,validation,cross_fitted,744,197.0,149,54.0,595,143.0,True
TAPB,bindingdb,seed_7,drug,base,0.8,0.2,0.2,test,fitted,183,50.0,37,15.0,146,35.0,True
TAPB,bindingdb,seed_7,drug,base,0.9,0.1,0.2,validation,cross_fitted,436,86.0,44,12.0,392,74.0,True
TAPB,bindingdb,seed_7,drug,base,0.9,0.1,0.2,test,fitted,113,25.0,11,6.0,102,19.0,True
TAPB,bindingdb,seed_7,drug,base,0.9,0.2,0.2,validation,cross_fitted,436,86.0,87,28.0,349,58.0,True
TAPB,bindingdb,seed_7,drug,base,0.9,0.2,0.2,test,fitted,113,25.0,23,9.0,90,16.0,True
TAPB,bindingdb,seed_8,target,base,0.8,0.1,0.2,validation,cross_fitted,1211,475.0,121,52.0,1090,423.0,True
TAPB,bindingdb,seed_8,target,base,0.8,0.1,0.2,test,fitted,298,111.0,30,17.0,268,94.0,True
TAPB,bindingdb,seed_8,target,base,0.8,0.2,0.2,validation,cross_fitted,1211,475.0,242,110.0,969,365.0,True
TAPB,bindingdb,seed_8,target,base,0.8,0.2,0.2,test,fitted,298,111.0,60,32.0,238,79.0,True
TAPB,bindingdb,seed_8,target,base,0.9,0.1,0.2,validation,cross_fitted,900,329.0,90,36.0,810,293.0,True
TAPB,bindingdb,seed_8,target,base,0.9,0.1,0.2,test,fitted,227,76.0,23,10.0,204,66.0,True
TAPB,bindingdb,seed_8,target,base,0.9,0.2,0.2,validation,cross_fitted,900,329.0,180,71.0,720,258.0,True
TAPB,bindingdb,seed_8,target,base,0.9,0.2,0.2,test,fitted,227,76.0,45,19.0,182,57.0,True
TAPB,bindingdb,seed_8,drug,base,0.8,0.1,0.2,validation,cross_fitted,1211,475.0,121,53.0,1090,422.0,True
TAPB,bindingdb,seed_8,drug,base,0.8,0.1,0.2,test,fitted,298,111.0,30,17.0,268,94.0,True
TAPB,bindingdb,seed_8,drug,base,0.8,0.2,0.2,validation,cross_fitted,1211,475.0,242,107.0,969,368.0,True
TAPB,bindingdb,seed_8,drug,base,0.8,0.2,0.2,test,fitted,298,111.0,60,32.0,238,79.0,True
TAPB,bindingdb,seed_8,drug,base,0.9,0.1,0.2,validation,cross_fitted,900,329.0,90,35.0,810,294.0,True
TAPB,bindingdb,seed_8,drug,base,0.9,0.1,0.2,test,fitted,227,76.0,23,10.0,204,66.0,True
TAPB,bindingdb,seed_8,drug,base,0.9,0.2,0.2,validation,cross_fitted,900,329.0,180,69.0,720,260.0,True
TAPB,bindingdb,seed_8,drug,base,0.9,0.2,0.2,test,fitted,227,76.0,45,19.0,182,57.0,True
