model,dataset,test_run,group_axis,review_fraction,mean_universe_n,mean_universe_error_count,mean_reviewed_n,mean_uncertainty_review_error_rate_at_k,mean_oracle_review_error_rate_at_k,mean_max_possible_review_error_rate_gain_over_uncertainty,mean_uncertainty_error_recall_at_k,mean_oracle_error_recall_at_k,mean_max_possible_error_recall_gain_over_uncertainty,mean_max_possible_review_error_count_gain_over_uncertainty,mean_uncertainty_fraction_of_oracle_error_count
PACE,biosnap,seed_6,drug,0.2,162.5,12.75,32.25,0.19929531018225,0.38917329038296783,0.1898779802007178,0.51563714063725,1.0,0.48436285936275,6.25,0.5156371406371406
PACE,biosnap,seed_6,target,0.05,162.5,12.75,8.0,0.25198412698399997,1.0,0.748015873016,0.16724941724925,0.6551087801087802,0.48785936285953013,6.0,0.251984126984127
PACE,biosnap,seed_6,target,0.1,162.5,12.75,16.5,0.2272915745245,0.7606078615656788,0.5333162870411788,0.302933177933,1.0,0.697066822067,9.0,0.3029331779331779
PACE,biosnap,seed_6,target,0.2,162.5,12.75,32.25,0.19929531018225,0.38917329038296783,0.1898779802007178,0.51563714063725,1.0,0.48436285936275,6.25,0.5156371406371406
PACE,biosnap,seed_7,drug,0.05,138.25,8.25,6.75,0.15625,0.9166666666666666,0.7604166666666666,0.14423076923075,0.8100961538461539,0.6658653846154039,5.25,0.17708333333333331
PACE,biosnap,seed_7,drug,0.1,138.25,8.25,13.75,0.17588141025625,0.58316163003663,0.40728021978038004,0.28365384615375,1.0,0.71634615384625,5.75,0.28365384615384615
PACE,biosnap,seed_7,drug,0.2,138.25,8.25,27.75,0.15304716522875,0.2878517035188699,0.13480453829011993,0.56490384615375,1.0,0.43509615384625,4.0,0.5649038461538461
PACE,biosnap,seed_7,target,0.05,138.25,8.25,6.75,0.15625,0.9166666666666666,0.7604166666666666,0.14423076923075,0.8100961538461539,0.6658653846154039,5.25,0.17708333333333331
PACE,biosnap,seed_7,target,0.1,138.25,8.25,13.75,0.17588141025625,0.58316163003663,0.40728021978038004,0.28365384615375,1.0,0.71634615384625,5.75,0.28365384615384615
PACE,biosnap,seed_7,target,0.2,138.25,8.25,27.75,0.15304716522875,0.2878517035188699,0.13480453829011993,0.56490384615375,1.0,0.43509615384625,4.0,0.5649038461538461
PACE,biosnap,seed_8,drug,0.05,156.75,13.5,8.0,0.2127976190475,1.0,0.7872023809525,0.12368881118875,0.6231643356643357,0.4994755244755857,6.25,0.21279761904761904
PACE,biosnap,seed_8,drug,0.1,156.75,13.5,15.75,0.18258928571425,0.815029761904762,0.6324404761905119,0.20541958041949998,0.975,0.7695804195805,10.0,0.21375291375291375
PACE,biosnap,seed_8,drug,0.2,156.75,13.5,31.25,0.145138888889,0.42471064814814813,0.2795717592591481,0.3223776223775,1.0,0.6776223776225,8.75,0.32237762237762235
PACE,biosnap,seed_8,target,0.05,156.75,13.5,8.0,0.2127976190475,1.0,0.7872023809525,0.12368881118875,0.6231643356643357,0.4994755244755857,6.25,0.21279761904761904
PACE,biosnap,seed_8,target,0.1,156.75,13.5,15.75,0.18258928571425,0.815029761904762,0.6324404761905119,0.20541958041949998,0.975,0.7695804195805,10.0,0.21375291375291375
PACE,biosnap,seed_8,target,0.2,156.75,13.5,31.25,0.145138888889,0.42471064814814813,0.2795717592591481,0.3223776223775,1.0,0.6776223776225,8.75,0.32237762237762235
PACE,human,seed_4,drug,0.05,79.0,14.5,4.0,0.625,1.0,0.375,0.18469765528575,0.28547922665569725,0.10078157136994725,1.5,0.625
PACE,human,seed_4,drug,0.1,79.0,14.5,7.75,0.57589285714275,1.0,0.42410714285725,0.311394487865,0.5482311805841218,0.23683669271912178,3.25,0.5758928571428571
PACE,human,seed_4,drug,0.2,79.0,14.5,15.75,0.5229779411765,0.9,0.3770220588235,0.5776429452902501,0.9852941176470589,0.4076511723568088,6.0,0.5859150041135335
PACE,human,seed_4,target,0.05,79.0,14.5,4.0,0.625,1.0,0.375,0.18469765528575,0.28547922665569725,0.10078157136994725,1.5,0.625
PACE,human,seed_4,target,0.1,79.0,14.5,7.75,0.57589285714275,1.0,0.42410714285725,0.311394487865,0.5482311805841218,0.23683669271912178,3.25,0.5758928571428571
PACE,human,seed_4,target,0.2,79.0,14.5,15.75,0.5229779411765,0.9,0.3770220588235,0.5776429452902501,0.9852941176470589,0.4076511723568088,6.0,0.5859150041135335
PACE,human,seed_5,drug,0.05,81.5,13.5,4.0,0.625,1.0,0.375,0.1833333333335,0.3,0.11666666666649998,1.5,0.625
PACE,human,seed_5,drug,0.1,81.5,13.5,8.5,0.3541666666665,1.0,0.6458333333335,0.225,0.6333333333333333,0.4083333333333333,5.5,0.35416666666666663
PACE,human,seed_5,drug,0.2,81.5,13.5,16.0,0.343137254902,0.8411764705882353,0.4980392156862353,0.40833333333349997,1.0,0.5916666666665,8.0,0.4083333333333333
PACE,human,seed_5,target,0.05,81.5,13.5,4.0,0.625,1.0,0.375,0.1833333333335,0.3,0.11666666666649998,1.5,0.625
PACE,human,seed_5,target,0.1,81.5,13.5,8.5,0.3541666666665,1.0,0.6458333333335,0.225,0.6333333333333333,0.4083333333333333,5.5,0.35416666666666663
PACE,human,seed_5,target,0.2,81.5,13.5,16.0,0.343137254902,0.8411764705882353,0.4980392156862353,0.40833333333349997,1.0,0.5916666666665,8.0,0.4083333333333333
PACE,human,seed_6,drug,0.05,70.75,9.5,3.5,0.5,1.0,0.5,0.18808275058275,0.3865821678321678,0.19849941724941783,1.75,0.5
PACE,human,seed_6,drug,0.1,70.75,9.5,7.0,0.5357142857142501,1.0,0.46428571428575,0.40930944055925,0.7816870629370629,0.37237762237781297,3.25,0.5357142857142857
PACE,human,seed_6,drug,0.2,70.75,9.5,14.25,0.4136446886445,0.6582417582417582,0.24459706959725822,0.6169143356644999,1.0,0.3830856643355,3.5,0.6169143356643356
PACE,human,seed_6,target,0.05,70.75,9.5,3.5,0.5,1.0,0.5,0.18808275058275,0.3865821678321678,0.19849941724941783,1.75,0.5
PACE,human,seed_6,target,0.1,70.75,9.5,7.0,0.5357142857142501,1.0,0.46428571428575,0.40930944055925,0.7816870629370629,0.37237762237781297,3.25,0.5357142857142857
PACE,human,seed_6,target,0.2,70.75,9.5,14.25,0.4136446886445,0.6582417582417582,0.24459706959725822,0.6169143356644999,1.0,0.3830856643355,3.5,0.6169143356643356
PACE,human,seed_7,drug,0.05,75.0,9.25,3.75,0.45833333333325,1.0,0.54166666666675,0.199621212121,0.4353535353535353,0.23573232323253532,2.0,0.4583333333333333
PACE,human,seed_7,drug,0.1,75.0,9.25,7.5,0.46875,0.9285714285714286,0.4598214285714286,0.39419191919200003,0.7929292929292929,0.3987373737372929,3.5,0.4973214285714286
PACE,human,seed_7,drug,0.2,75.0,9.25,15.0,0.41190476190475,0.6101190476190476,0.19821428571429758,0.66515151515175,1.0,0.33484848484825,3.0,0.6651515151515152
PACE,human,seed_7,target,0.05,75.0,9.25,3.75,0.45833333333325,1.0,0.54166666666675,0.199621212121,0.4353535353535353,0.23573232323253532,2.0,0.4583333333333333
PACE,human,seed_7,target,0.1,75.0,9.25,7.5,0.46875,0.9285714285714286,0.4598214285714286,0.39419191919200003,0.7929292929292929,0.3987373737372929,3.5,0.4973214285714286
PACE,human,seed_7,target,0.2,75.0,9.25,15.0,0.41190476190475,0.6101190476190476,0.19821428571429758,0.66515151515175,1.0,0.33484848484825,3.0,0.6651515151515152
PACE,human,seed_8,drug,0.05,79.75,10.0,4.0,0.3125,1.0,0.6875,0.130366161616,0.41035353535353536,0.27998737373753535,2.75,0.3125
PACE,human,seed_8,drug,0.1,79.75,10.0,7.75,0.25446428571425,1.0,0.7455357142857499,0.19476010101,0.7894570707070707,0.5946969696970706,5.75,0.2544642857142857
PACE,human,seed_8,drug,0.2,79.75,10.0,16.0,0.24901960784325,0.6215686274509804,0.3725490196077304,0.39993686868675,1.0,0.60006313131325,6.0,0.3999368686868687
PACE,human,seed_8,target,0.05,79.75,10.0,4.0,0.3125,1.0,0.6875,0.130366161616,0.41035353535353536,0.27998737373753535,2.75,0.3125
PACE,human,seed_8,target,0.1,79.75,10.0,7.75,0.25446428571425,1.0,0.7455357142857499,0.19476010101,0.7894570707070707,0.5946969696970706,5.75,0.2544642857142857
PACE,human,seed_8,target,0.2,79.75,10.0,16.0,0.24901960784325,0.6215686274509804,0.3725490196077304,0.39993686868675,1.0,0.60006313131325,6.0,0.3999368686868687
TAPB,bindingdb,seed_4,drug,0.05,1.25,0.0,0.0,,,,,,,,
TAPB,bindingdb,seed_4,drug,0.1,1.25,0.0,0.0,,,,,,,,
TAPB,bindingdb,seed_4,drug,0.2,1.25,0.0,0.0,,,,,,,,
TAPB,bindingdb,seed_4,target,0.05,1.25,0.0,0.0,,,,,,,,
TAPB,bindingdb,seed_4,target,0.1,1.25,0.0,0.0,,,,,,,,
TAPB,bindingdb,seed_4,target,0.2,1.25,0.0,0.0,,,,,,,,
TAPB,bindingdb,seed_5,drug,0.05,150.25,51.75,7.75,0.48055555555575,1.0,0.51944444444425,0.07257532956675,0.15202448210922787,0.07944915254247788,3.75,0.4805555555555555
TAPB,bindingdb,seed_5,drug,0.1,150.25,51.75,14.75,0.4436567689275,1.0,0.5563432310724999,0.12633003766475,0.2893950094161959,0.16306497175144585,7.75,0.44365676892766676
TAPB,bindingdb,seed_5,drug,0.2,150.25,51.75,30.0,0.40752296722875,1.0,0.59247703277125,0.23702919020725,0.588512241054614,0.351483050847364,17.25,0.40752296722884956
TAPB,bindingdb,seed_5,target,0.05,150.25,51.75,7.75,0.48055555555575,1.0,0.51944444444425,0.07257532956675,0.15202448210922787,0.07944915254247788,3.75,0.4805555555555555
TAPB,bindingdb,seed_5,target,0.1,150.25,51.75,14.75,0.4436567689275,1.0,0.5563432310724999,0.12633003766475,0.2893950094161959,0.16306497175144585,7.75,0.44365676892766676
TAPB,bindingdb,seed_5,target,0.2,150.25,51.75,30.0,0.40752296722875,1.0,0.59247703277125,0.23702919020725,0.588512241054614,0.351483050847364,17.25,0.40752296722884956
TAPB,bindingdb,seed_6,drug,0.05,0.0,0.0,0.0,,,,,,,,
TAPB,bindingdb,seed_6,drug,0.1,0.0,0.0,0.0,,,,,,,,
TAPB,bindingdb,seed_6,drug,0.2,0.0,0.0,0.0,,,,,,,,
TAPB,bindingdb,seed_6,target,0.05,0.0,0.0,0.0,,,,,,,,
TAPB,bindingdb,seed_6,target,0.1,0.0,0.0,0.0,,,,,,,,
TAPB,bindingdb,seed_6,target,0.2,0.0,0.0,0.0,,,,,,,,
TAPB,bindingdb,seed_7,drug,0.05,125.75,28.0,6.0,0.28571428571425,1.0,0.7142857142857499,0.06220238095225,0.22590852130325814,0.16370614035100814,4.25,0.2857142857142857
TAPB,bindingdb,seed_7,drug,0.1,125.75,28.0,12.5,0.36770833333325004,1.0,0.63229166666675,0.1708724937345,0.4745848997493734,0.3037124060148734,7.75,0.3677083333333333
TAPB,bindingdb,seed_7,drug,0.2,125.75,28.0,25.0,0.30431905259500003,0.9597222222222221,0.6554031696272222,0.28564379699225,0.9035714285714286,0.6179276315791786,16.5,0.3169469765715228
TAPB,bindingdb,seed_7,target,0.05,125.75,28.0,6.0,0.28571428571425,1.0,0.7142857142857499,0.06220238095225,0.22590852130325814,0.16370614035100814,4.25,0.2857142857142857
TAPB,bindingdb,seed_7,target,0.1,125.75,28.0,12.5,0.36770833333325004,1.0,0.63229166666675,0.1708724937345,0.4745848997493734,0.3037124060148734,7.75,0.3677083333333333
TAPB,bindingdb,seed_7,target,0.2,125.75,28.0,25.0,0.30431905259500003,0.9597222222222221,0.6554031696272222,0.28564379699225,0.9035714285714286,0.6179276315791786,16.5,0.3169469765715228
TAPB,bindingdb,seed_8,drug,0.05,223.0,74.0,11.0,0.36976495726475,1.0,0.63023504273525,0.055486918027,0.14990162371872437,0.09441470569172437,7.0,0.3697649572649573
TAPB,bindingdb,seed_8,drug,0.1,223.0,74.0,22.25,0.38703703703675,1.0,0.61296296296325,0.116509743558,0.30246282190553386,0.18595307834753386,13.5,0.387037037037037
TAPB,bindingdb,seed_8,drug,0.2,223.0,74.0,44.75,0.3950146793135,1.0,0.6049853206865,0.2401418074605,0.6087135225989465,0.3685717151384465,27.0,0.3950146793134598
TAPB,bindingdb,seed_8,target,0.05,223.0,74.0,11.0,0.36976495726475,1.0,0.63023504273525,0.055486918027,0.14990162371872437,0.09441470569172437,7.0,0.3697649572649573
TAPB,bindingdb,seed_8,target,0.1,223.0,74.0,22.25,0.38703703703675,1.0,0.61296296296325,0.116509743558,0.30246282190553386,0.18595307834753386,13.5,0.387037037037037
TAPB,bindingdb,seed_8,target,0.2,223.0,74.0,44.75,0.3950146793135,1.0,0.6049853206865,0.2401418074605,0.6087135225989465,0.3685717151384465,27.0,0.3950146793134598
TAPB,biosnap,seed_4,drug,0.05,174.0,17.25,8.5,0.1930555555555,1.0,0.8069444444445,0.090174485126,0.511207613896401,0.42103312877040105,6.75,0.19305555555555554
TAPB,biosnap,seed_4,drug,0.1,174.0,17.25,17.5,0.19771241830050001,0.9186274509803921,0.7209150326798921,0.20406438527124998,0.9542334096109839,0.750169024339734,12.75,0.213510101010101
TAPB,biosnap,seed_4,drug,0.2,174.0,17.25,34.75,0.18358585858575,0.4885732323232323,0.3049873737374823,0.36977649781575,1.0,0.6302235021842499,10.75,0.36977649781568545
TAPB,biosnap,seed_4,target,0.05,174.0,17.25,8.5,0.1930555555555,1.0,0.8069444444445,0.090174485126,0.511207613896401,0.42103312877040105,6.75,0.19305555555555554
TAPB,biosnap,seed_4,target,0.1,174.0,17.25,17.5,0.19771241830050001,0.9186274509803921,0.7209150326798921,0.20406438527124998,0.9542334096109839,0.750169024339734,12.75,0.213510101010101
TAPB,biosnap,seed_4,target,0.2,174.0,17.25,34.75,0.18358585858575,0.4885732323232323,0.3049873737374823,0.36977649781575,1.0,0.6302235021842499,10.75,0.36977649781568545
TAPB,biosnap,seed_5,drug,0.05,96.75,7.25,4.75,0.175,1.0,0.825,0.108630952381,0.6532738095238095,0.5446428571428095,4.0,0.175
TAPB,biosnap,seed_5,drug,0.1,96.75,7.25,9.75,0.08402777777775,0.7486111111111111,0.6645833333333611,0.108630952381,1.0,0.8913690476189999,6.5,0.10863095238095238
TAPB,biosnap,seed_5,drug,0.2,96.75,7.25,19.25,0.09489734299525,0.3779287439613527,0.2830314009661027,0.24851190476175,1.0,0.75148809523825,5.5,0.24851190476190477
TAPB,biosnap,seed_5,target,0.05,96.75,7.25,4.75,0.175,1.0,0.825,0.108630952381,0.6532738095238095,0.5446428571428095,4.0,0.175
TAPB,biosnap,seed_5,target,0.1,96.75,7.25,9.75,0.08402777777775,0.7486111111111111,0.6645833333333611,0.108630952381,1.0,0.8913690476189999,6.5,0.10863095238095238
TAPB,biosnap,seed_5,target,0.2,96.75,7.25,19.25,0.09489734299525,0.3779287439613527,0.2830314009661027,0.24851190476175,1.0,0.75148809523825,5.5,0.24851190476190477
TAPB,biosnap,seed_6,drug,0.05,100.75,4.75,5.0,0.14166666666675,0.9375,0.79583333333325,0.14166666666675,1.0,0.85833333333325,4.0,0.14166666666666666
TAPB,biosnap,seed_6,drug,0.1,100.75,4.75,10.0,0.07638888888875,0.47127525252525254,0.39488636363650254,0.14166666666675,1.0,0.85833333333325,4.0,0.14166666666666666
TAPB,biosnap,seed_6,drug,0.2,100.75,4.75,20.0,0.060541979950000005,0.23468828320802004,0.17414630325802005,0.24166666666675002,1.0,0.75833333333325,3.5,0.24166666666666667
TAPB,biosnap,seed_6,target,0.05,100.75,4.75,5.0,0.14166666666675,0.9375,0.79583333333325,0.14166666666675,1.0,0.85833333333325,4.0,0.14166666666666666
TAPB,biosnap,seed_6,target,0.1,100.75,4.75,10.0,0.07638888888875,0.47127525252525254,0.39488636363650254,0.14166666666675,1.0,0.85833333333325,4.0,0.14166666666666666
TAPB,biosnap,seed_6,target,0.2,100.75,4.75,20.0,0.060541979950000005,0.23468828320802004,0.17414630325802005,0.24166666666675002,1.0,0.75833333333325,3.5,0.24166666666666667
TAPB,biosnap,seed_7,drug,0.05,199.0,19.0,10.0,0.31919191919175,1.0,0.68080808080825,0.16600783475775,0.556178774928775,0.39017094017102494,6.75,0.3191919191919192
TAPB,biosnap,seed_7,drug,0.1,199.0,19.0,19.75,0.28293460925025,0.8910818713450293,0.6081472620947792,0.28778490028475,0.9537037037037037,0.6659188034189537,12.0,0.3088286713286713
TAPB,biosnap,seed_7,drug,0.2,199.0,19.0,40.0,0.2263310876115,0.4682021907631664,0.24187110315166638,0.4730235042735,1.0,0.5269764957265,9.75,0.47302350427350426
TAPB,biosnap,seed_7,target,0.05,199.0,19.0,10.0,0.31919191919175,1.0,0.68080808080825,0.16600783475775,0.556178774928775,0.39017094017102494,6.75,0.3191919191919192
TAPB,biosnap,seed_7,target,0.1,199.0,19.0,19.75,0.28293460925025,0.8910818713450293,0.6081472620947792,0.28778490028475,0.9537037037037037,0.6659188034189537,12.0,0.3088286713286713
TAPB,biosnap,seed_7,target,0.2,199.0,19.0,40.0,0.2263310876115,0.4682021907631664,0.24187110315166638,0.4730235042735,1.0,0.5269764957265,9.75,0.47302350427350426
TAPB,biosnap,seed_8,drug,0.05,130.75,13.25,6.75,0.25446428571425,1.0,0.7455357142857499,0.13143172616850002,0.5262421788737578,0.3948104527052578,5.0,0.2544642857142857
TAPB,biosnap,seed_8,drug,0.1,130.75,13.25,13.0,0.2031926406925,0.938582251082251,0.735389610389751,0.19620905410375,0.9473684210526316,0.7511593669488816,9.5,0.21375291375291375
TAPB,biosnap,seed_8,drug,0.2,130.75,13.25,26.0,0.1884175084175,0.5023400673400673,0.3139225589225673,0.36959882223025,1.0,0.63040117776975,8.25,0.3695988222304012
TAPB,biosnap,seed_8,target,0.05,130.75,13.25,6.75,0.25446428571425,1.0,0.7455357142857499,0.13143172616850002,0.5262421788737578,0.3948104527052578,5.0,0.2544642857142857
TAPB,biosnap,seed_8,target,0.1,130.75,13.25,13.0,0.2031926406925,0.938582251082251,0.735389610389751,0.19620905410375,0.9473684210526316,0.7511593669488816,9.5,0.21375291375291375
TAPB,biosnap,seed_8,target,0.2,130.75,13.25,26.0,0.1884175084175,0.5023400673400673,0.3139225589225673,0.36959882223025,1.0,0.63040117776975,8.25,0.3695988222304012
TAPB,human,seed_4,drug,0.05,47.75,5.25,2.25,0.5,1.0,0.5,0.2583333333335,0.45714285714285713,0.19880952380935712,1.25,0.5
TAPB,human,seed_4,drug,0.1,47.75,5.25,5.0,0.36666666666675,0.9375,0.57083333333325,0.38571428571425004,0.9226190476190477,0.5369047619047975,3.0,0.4083333333333333
TAPB,human,seed_4,drug,0.2,47.75,5.25,9.5,0.36679292929275,0.5417297979797979,0.174936868687048,0.68214285714275,1.0,0.31785714285725,1.75,0.6821428571428572
TAPB,human,seed_4,target,0.05,47.75,5.25,2.25,0.5,1.0,0.5,0.2583333333335,0.45714285714285713,0.19880952380935712,1.25,0.5
TAPB,human,seed_4,target,0.1,47.75,5.25,5.0,0.36666666666675,0.9375,0.57083333333325,0.38571428571425004,0.9226190476190477,0.5369047619047975,3.0,0.4083333333333333
TAPB,human,seed_4,target,0.2,47.75,5.25,9.5,0.36679292929275,0.5417297979797979,0.174936868687048,0.68214285714275,1.0,0.31785714285725,1.75,0.6821428571428572
TAPB,human,seed_5,drug,0.05,74.0,11.25,3.75,0.3125,1.0,0.6875,0.09411764705875,0.35257352941176473,0.25845588235301475,2.5,0.3125
TAPB,human,seed_5,drug,0.1,74.0,11.25,7.0,0.41964285714274996,1.0,0.58035714285725,0.25698529411775,0.6551470588235294,0.3981617647057794,4.0,0.41964285714285715
TAPB,human,seed_5,drug,0.2,74.0,11.25,15.0,0.34200603318225004,0.7371794871794872,0.39517345399723713,0.4613970588235,1.0,0.5386029411765,6.0,0.46139705882352944
TAPB,human,seed_5,target,0.05,74.0,11.25,3.75,0.3125,1.0,0.6875,0.09411764705875,0.35257352941176473,0.25845588235301475,2.5,0.3125
TAPB,human,seed_5,target,0.1,74.0,11.25,7.0,0.41964285714274996,1.0,0.58035714285725,0.25698529411775,0.6551470588235294,0.3981617647057794,4.0,0.41964285714285715
TAPB,human,seed_5,target,0.2,74.0,11.25,15.0,0.34200603318225004,0.7371794871794872,0.39517345399723713,0.4613970588235,1.0,0.5386029411765,6.0,0.46139705882352944
TAPB,human,seed_6,drug,0.05,61.5,10.5,3.0,0.33333333333325,1.0,0.66666666666675,0.08846153846150001,0.291025641025641,0.202564102564141,2.0,0.3333333333333333
TAPB,human,seed_6,drug,0.1,61.5,10.5,6.25,0.232142857143,1.0,0.767857142857,0.13547008547,0.6012820512820513,0.46581196581205125,4.75,0.23214285714285712
TAPB,human,seed_6,drug,0.2,61.5,10.5,12.25,0.17748917748925,0.8533549783549784,0.6758658008657283,0.20470085470075,1.0,0.79529914529925,8.25,0.2047008547008547
TAPB,human,seed_6,target,0.05,61.5,10.5,3.0,0.33333333333325,1.0,0.66666666666675,0.08846153846150001,0.291025641025641,0.202564102564141,2.0,0.3333333333333333
TAPB,human,seed_6,target,0.1,61.5,10.5,6.25,0.232142857143,1.0,0.767857142857,0.13547008547,0.6012820512820513,0.46581196581205125,4.75,0.23214285714285712
TAPB,human,seed_6,target,0.2,61.5,10.5,12.25,0.17748917748925,0.8533549783549784,0.6758658008657283,0.20470085470075,1.0,0.79529914529925,8.25,0.2047008547008547
TAPB,human,seed_7,drug,0.05,91.0,19.75,4.5,0.2875,1.0,0.7125,0.06429007009525001,0.22779709970112447,0.16350702960587446,3.25,0.2875
TAPB,human,seed_7,drug,0.1,91.0,19.75,9.25,0.26458333333325,1.0,0.73541666666675,0.12398476136875,0.468752094139091,0.344767332770341,6.75,0.26458333333333334
TAPB,human,seed_7,drug,0.2,91.0,19.75,18.25,0.3172600619195,1.0,0.6827399380804999,0.29334030262825,0.9271474139895193,0.6338071113612693,12.5,0.3172600619195046
TAPB,human,seed_7,target,0.05,91.0,19.75,4.5,0.2875,1.0,0.7125,0.06429007009525001,0.22779709970112447,0.16350702960587446,3.25,0.2875
TAPB,human,seed_7,target,0.1,91.0,19.75,9.25,0.26458333333325,1.0,0.73541666666675,0.12398476136875,0.468752094139091,0.344767332770341,6.75,0.26458333333333334
TAPB,human,seed_7,target,0.2,91.0,19.75,18.25,0.3172600619195,1.0,0.6827399380804999,0.29334030262825,0.9271474139895193,0.6338071113612693,12.5,0.3172600619195046
TAPB,human,seed_8,drug,0.05,86.75,20.25,4.5,0.4625,1.0,0.5375,0.103687127025,0.2230747371412333,0.11938761011623329,2.5,0.4625
TAPB,human,seed_8,drug,0.1,86.75,20.25,8.5,0.44097222222225,1.0,0.55902777777775,0.1866297243535,0.424410343847684,0.237780619494184,4.75,0.4409722222222222
TAPB,human,seed_8,drug,0.2,86.75,20.25,17.25,0.4152960526315,1.0,0.5847039473685001,0.352514919011,0.8596902529127592,0.5071753339017593,10.0,0.4152960526315789
TAPB,human,seed_8,target,0.05,86.75,20.25,4.5,0.4625,1.0,0.5375,0.103687127025,0.2230747371412333,0.11938761011623329,2.5,0.4625
TAPB,human,seed_8,target,0.1,86.75,20.25,8.5,0.44097222222225,1.0,0.55902777777775,0.1866297243535,0.424410343847684,0.237780619494184,4.75,0.4409722222222222
TAPB,human,seed_8,target,0.2,86.75,20.25,17.25,0.4152960526315,1.0,0.5847039473685001,0.352514919011,0.8596902529127592,0.5071753339017593,10.0,0.4152960526315789
