model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,n_test,n_high_conf_positive,deferred_n,n_residual_candidates,n_residual_errors,residual_error_prevalence,candidate_error_count
PACE,biosnap,seed_5,target,base,0.9,0.2,0.2,907,147,29,118,8.0,0.06779661016949153,11.0
PACE,biosnap,seed_6,drug,base,0.8,0.1,0.2,907,208,21,187,18.0,0.0962566844919786,23.0
PACE,biosnap,seed_6,drug,base,0.8,0.2,0.2,907,208,42,166,13.0,0.0783132530120482,23.0
PACE,biosnap,seed_6,drug,base,0.9,0.1,0.2,907,175,18,157,11.0,0.07006369426751592,14.0
PACE,biosnap,seed_6,drug,base,0.9,0.2,0.2,907,175,35,140,9.0,0.06428571428571428,14.0
PACE,biosnap,seed_6,target,base,0.8,0.1,0.2,907,208,21,187,18.0,0.0962566844919786,23.0
PACE,biosnap,seed_6,target,base,0.8,0.2,0.2,907,208,42,166,13.0,0.0783132530120482,23.0
PACE,biosnap,seed_6,target,base,0.9,0.1,0.2,907,175,18,157,11.0,0.07006369426751592,14.0
PACE,biosnap,seed_6,target,base,0.9,0.2,0.2,907,175,35,140,9.0,0.06428571428571428,14.0
PACE,biosnap,seed_7,drug,base,0.8,0.1,0.2,907,181,18,163,13.0,0.07975460122699386,15.0
PACE,biosnap,seed_7,drug,base,0.8,0.2,0.2,907,181,36,145,8.0,0.05517241379310345,15.0
PACE,biosnap,seed_7,drug,base,0.9,0.1,0.2,907,144,14,130,8.0,0.06153846153846154,8.0
PACE,biosnap,seed_7,drug,base,0.9,0.2,0.2,907,144,29,115,4.0,0.034782608695652174,8.0
PACE,biosnap,seed_7,target,base,0.8,0.1,0.2,907,181,18,163,13.0,0.07975460122699386,15.0
PACE,biosnap,seed_7,target,base,0.8,0.2,0.2,907,181,36,145,8.0,0.05517241379310345,15.0
PACE,biosnap,seed_7,target,base,0.9,0.1,0.2,907,144,14,130,8.0,0.06153846153846154,8.0
PACE,biosnap,seed_7,target,base,0.9,0.2,0.2,907,144,29,115,4.0,0.034782608695652174,8.0
PACE,biosnap,seed_8,drug,base,0.8,0.1,0.2,907,200,20,180,20.0,0.1111111111111111,25.0
PACE,biosnap,seed_8,drug,base,0.8,0.2,0.2,907,200,40,160,13.0,0.08125,25.0
PACE,biosnap,seed_8,drug,base,0.9,0.1,0.2,907,169,17,152,11.0,0.07236842105263158,16.0
PACE,biosnap,seed_8,drug,base,0.9,0.2,0.2,907,169,34,135,10.0,0.07407407407407407,16.0
PACE,biosnap,seed_8,target,base,0.8,0.1,0.2,907,200,20,180,20.0,0.1111111111111111,25.0
PACE,biosnap,seed_8,target,base,0.8,0.2,0.2,907,200,40,160,13.0,0.08125,25.0
PACE,biosnap,seed_8,target,base,0.9,0.1,0.2,907,169,17,152,11.0,0.07236842105263158,16.0
PACE,biosnap,seed_8,target,base,0.9,0.2,0.2,907,169,34,135,10.0,0.07407407407407407,16.0
PACE,human,seed_4,drug,base,0.8,0.1,0.2,311,95,10,85,17.0,0.2,20.0
PACE,human,seed_4,drug,base,0.8,0.2,0.2,311,95,19,76,13.0,0.17105263157894737,20.0
PACE,human,seed_4,drug,base,0.9,0.1,0.2,311,91,9,82,17.0,0.2073170731707317,19.0
PACE,human,seed_4,drug,base,0.9,0.2,0.2,311,91,18,73,11.0,0.1506849315068493,19.0
PACE,human,seed_4,target,base,0.8,0.1,0.2,311,95,10,85,17.0,0.2,20.0
PACE,human,seed_4,target,base,0.8,0.2,0.2,311,95,19,76,13.0,0.17105263157894737,20.0
PACE,human,seed_4,target,base,0.9,0.1,0.2,311,91,9,82,17.0,0.2073170731707317,19.0
PACE,human,seed_4,target,base,0.9,0.2,0.2,311,91,18,73,11.0,0.1506849315068493,19.0
PACE,human,seed_5,drug,base,0.8,0.1,0.2,311,96,10,86,15.0,0.1744186046511628,20.0
PACE,human,seed_5,drug,base,0.8,0.2,0.2,311,96,19,77,12.0,0.15584415584415584,20.0
PACE,human,seed_5,drug,base,0.9,0.1,0.2,311,96,10,86,15.0,0.1744186046511628,20.0
PACE,human,seed_5,drug,base,0.9,0.2,0.2,311,96,19,77,12.0,0.15584415584415584,20.0
PACE,human,seed_5,target,base,0.8,0.1,0.2,311,96,10,86,15.0,0.1744186046511628,20.0
PACE,human,seed_5,target,base,0.8,0.2,0.2,311,96,19,77,12.0,0.15584415584415584,20.0
PACE,human,seed_5,target,base,0.9,0.1,0.2,311,96,10,86,15.0,0.1744186046511628,20.0
PACE,human,seed_5,target,base,0.9,0.2,0.2,311,96,19,77,12.0,0.15584415584415584,20.0
PACE,human,seed_6,drug,base,0.8,0.1,0.2,311,85,8,77,13.0,0.16883116883116883,17.0
PACE,human,seed_6,drug,base,0.8,0.2,0.2,311,85,17,68,8.0,0.11764705882352941,17.0
PACE,human,seed_6,drug,base,0.9,0.1,0.2,311,81,8,73,11.0,0.1506849315068493,16.0
PACE,human,seed_6,drug,base,0.9,0.2,0.2,311,81,16,65,6.0,0.09230769230769231,16.0
PACE,human,seed_6,target,base,0.8,0.1,0.2,311,85,8,77,13.0,0.16883116883116883,17.0
PACE,human,seed_6,target,base,0.8,0.2,0.2,311,85,17,68,8.0,0.11764705882352941,17.0
PACE,human,seed_6,target,base,0.9,0.1,0.2,311,81,8,73,11.0,0.1506849315068493,16.0
PACE,human,seed_6,target,base,0.9,0.2,0.2,311,81,16,65,6.0,0.09230769230769231,16.0
PACE,human,seed_7,drug,base,0.8,0.1,0.2,311,91,9,82,12.0,0.14634146341463414,16.0
PACE,human,seed_7,drug,base,0.8,0.2,0.2,311,91,18,73,9.0,0.1232876712328767,16.0
PACE,human,seed_7,drug,base,0.9,0.1,0.2,311,85,8,77,11.0,0.14285714285714285,14.0
PACE,human,seed_7,drug,base,0.9,0.2,0.2,311,85,17,68,5.0,0.07352941176470588,14.0
PACE,human,seed_7,target,base,0.8,0.1,0.2,311,91,9,82,12.0,0.14634146341463414,16.0
PACE,human,seed_7,target,base,0.8,0.2,0.2,311,91,18,73,9.0,0.1232876712328767,16.0
PACE,human,seed_7,target,base,0.9,0.1,0.2,311,85,8,77,11.0,0.14285714285714285,14.0
PACE,human,seed_7,target,base,0.9,0.2,0.2,311,85,17,68,5.0,0.07352941176470588,14.0
PACE,human,seed_8,drug,base,0.8,0.1,0.2,311,95,10,85,12.0,0.1411764705882353,17.0
PACE,human,seed_8,drug,base,0.8,0.2,0.2,311,95,19,76,9.0,0.11842105263157894,17.0
PACE,human,seed_8,drug,base,0.9,0.1,0.2,311,93,9,84,11.0,0.13095238095238096,15.0
PACE,human,seed_8,drug,base,0.9,0.2,0.2,311,93,19,74,8.0,0.10810810810810811,15.0
PACE,human,seed_8,target,base,0.8,0.1,0.2,311,95,10,85,12.0,0.1411764705882353,17.0
PACE,human,seed_8,target,base,0.8,0.2,0.2,311,95,19,76,9.0,0.11842105263157894,17.0
PACE,human,seed_8,target,base,0.9,0.1,0.2,311,93,9,84,11.0,0.13095238095238096,15.0
PACE,human,seed_8,target,base,0.9,0.2,0.2,311,93,19,74,8.0,0.10810810810810811,15.0
TAPB,bindingdb,seed_4,drug,base,0.8,0.1,0.2,1779,3,0,3,0.0,0.0,0.0
TAPB,bindingdb,seed_4,drug,base,0.8,0.2,0.2,1779,3,1,2,0.0,0.0,0.0
TAPB,bindingdb,seed_4,drug,base,0.9,0.1,0.2,1779,0,0,0,0.0,,0.0
TAPB,bindingdb,seed_4,drug,base,0.9,0.2,0.2,1779,0,0,0,0.0,,0.0
TAPB,bindingdb,seed_4,target,base,0.8,0.1,0.2,1779,3,0,3,0.0,0.0,0.0
TAPB,bindingdb,seed_4,target,base,0.8,0.2,0.2,1779,3,1,2,0.0,0.0,0.0
TAPB,bindingdb,seed_4,target,base,0.9,0.1,0.2,1779,0,0,0,0.0,,0.0
TAPB,bindingdb,seed_4,target,base,0.9,0.2,0.2,1779,0,0,0,0.0,,0.0
TAPB,bindingdb,seed_5,drug,base,0.8,0.1,0.2,1779,215,22,193,72.0,0.37305699481865284,80.0
TAPB,bindingdb,seed_5,drug,base,0.8,0.2,0.2,1779,215,43,172,59.0,0.3430232558139535,80.0
TAPB,bindingdb,seed_5,drug,base,0.9,0.1,0.2,1779,139,14,125,40.0,0.32,46.0
TAPB,bindingdb,seed_5,drug,base,0.9,0.2,0.2,1779,139,28,111,36.0,0.32432432432432434,46.0
TAPB,bindingdb,seed_5,target,base,0.8,0.1,0.2,1779,215,22,193,72.0,0.37305699481865284,80.0
TAPB,bindingdb,seed_5,target,base,0.8,0.2,0.2,1779,215,43,172,59.0,0.3430232558139535,80.0
TAPB,bindingdb,seed_5,target,base,0.9,0.1,0.2,1779,139,14,125,40.0,0.32,46.0
TAPB,bindingdb,seed_5,target,base,0.9,0.2,0.2,1779,139,28,111,36.0,0.32432432432432434,46.0
TAPB,bindingdb,seed_6,drug,base,0.8,0.1,0.2,1779,0,0,0,0.0,,0.0
TAPB,bindingdb,seed_6,drug,base,0.8,0.2,0.2,1779,0,0,0,0.0,,0.0
TAPB,bindingdb,seed_6,drug,base,0.9,0.1,0.2,1779,0,0,0,0.0,,0.0
TAPB,bindingdb,seed_6,drug,base,0.9,0.2,0.2,1779,0,0,0,0.0,,0.0
TAPB,bindingdb,seed_6,target,base,0.8,0.1,0.2,1779,0,0,0,0.0,,0.0
TAPB,bindingdb,seed_6,target,base,0.8,0.2,0.2,1779,0,0,0,0.0,,0.0
TAPB,bindingdb,seed_6,target,base,0.9,0.1,0.2,1779,0,0,0,0.0,,0.0
TAPB,bindingdb,seed_6,target,base,0.9,0.2,0.2,1779,0,0,0,0.0,,0.0
TAPB,bindingdb,seed_7,drug,base,0.8,0.1,0.2,1779,183,18,165,42.0,0.2545454545454545,50.0
TAPB,bindingdb,seed_7,drug,base,0.8,0.2,0.2,1779,183,37,146,35.0,0.23972602739726026,50.0
TAPB,bindingdb,seed_7,drug,base,0.9,0.1,0.2,1779,113,11,102,19.0,0.18627450980392157,25.0
TAPB,bindingdb,seed_7,drug,base,0.9,0.2,0.2,1779,113,23,90,16.0,0.17777777777777778,25.0
TAPB,bindingdb,seed_7,target,base,0.8,0.1,0.2,1779,183,18,165,42.0,0.2545454545454545,50.0
TAPB,bindingdb,seed_7,target,base,0.8,0.2,0.2,1779,183,37,146,35.0,0.23972602739726026,50.0
TAPB,bindingdb,seed_7,target,base,0.9,0.1,0.2,1779,113,11,102,19.0,0.18627450980392157,25.0
TAPB,bindingdb,seed_7,target,base,0.9,0.2,0.2,1779,113,23,90,16.0,0.17777777777777778,25.0
TAPB,bindingdb,seed_8,drug,base,0.8,0.1,0.2,1779,298,30,268,94.0,0.35074626865671643,111.0
TAPB,bindingdb,seed_8,drug,base,0.8,0.2,0.2,1779,298,60,238,79.0,0.3319327731092437,111.0
TAPB,bindingdb,seed_8,drug,base,0.9,0.1,0.2,1779,227,23,204,66.0,0.3235294117647059,76.0
TAPB,bindingdb,seed_8,drug,base,0.9,0.2,0.2,1779,227,45,182,57.0,0.3131868131868132,76.0
TAPB,bindingdb,seed_8,target,base,0.8,0.1,0.2,1779,298,30,268,94.0,0.35074626865671643,111.0
TAPB,bindingdb,seed_8,target,base,0.8,0.2,0.2,1779,298,60,238,79.0,0.3319327731092437,111.0
TAPB,bindingdb,seed_8,target,base,0.9,0.1,0.2,1779,227,23,204,66.0,0.3235294117647059,76.0
TAPB,bindingdb,seed_8,target,base,0.9,0.2,0.2,1779,227,45,182,57.0,0.3131868131868132,76.0
TAPB,biosnap,seed_4,drug,base,0.8,0.1,0.2,907,224,22,202,23.0,0.11386138613861387,27.0
TAPB,biosnap,seed_4,drug,base,0.8,0.2,0.2,907,224,45,179,19.0,0.10614525139664804,27.0
TAPB,biosnap,seed_4,drug,base,0.9,0.1,0.2,907,185,18,167,16.0,0.09580838323353294,20.0
TAPB,biosnap,seed_4,drug,base,0.9,0.2,0.2,907,185,37,148,11.0,0.07432432432432433,20.0
TAPB,biosnap,seed_4,target,base,0.8,0.1,0.2,907,224,22,202,23.0,0.11386138613861387,27.0
TAPB,biosnap,seed_4,target,base,0.8,0.2,0.2,907,224,45,179,19.0,0.10614525139664804,27.0
TAPB,biosnap,seed_4,target,base,0.9,0.1,0.2,907,185,18,167,16.0,0.09580838323353294,20.0
TAPB,biosnap,seed_4,target,base,0.9,0.2,0.2,907,185,37,148,11.0,0.07432432432432433,20.0
TAPB,biosnap,seed_5,drug,base,0.8,0.1,0.2,907,128,13,115,8.0,0.06956521739130435,11.0
TAPB,biosnap,seed_5,drug,base,0.8,0.2,0.2,907,128,26,102,8.0,0.0784313725490196,11.0
TAPB,biosnap,seed_5,drug,base,0.9,0.1,0.2,907,100,10,90,7.0,0.07777777777777778,8.0
TAPB,biosnap,seed_5,drug,base,0.9,0.2,0.2,907,100,20,80,6.0,0.075,8.0
TAPB,biosnap,seed_5,target,base,0.8,0.1,0.2,907,128,13,115,8.0,0.06956521739130435,11.0
TAPB,biosnap,seed_5,target,base,0.8,0.2,0.2,907,128,26,102,8.0,0.0784313725490196,11.0
TAPB,biosnap,seed_5,target,base,0.9,0.1,0.2,907,100,10,90,7.0,0.07777777777777778,8.0
TAPB,biosnap,seed_5,target,base,0.9,0.2,0.2,907,100,20,80,6.0,0.075,8.0
TAPB,biosnap,seed_6,drug,base,0.8,0.1,0.2,907,134,13,121,6.0,0.049586776859504134,9.0
TAPB,biosnap,seed_6,drug,base,0.8,0.2,0.2,907,134,27,107,5.0,0.04672897196261682,9.0
TAPB,biosnap,seed_6,drug,base,0.9,0.1,0.2,907,103,10,93,5.0,0.053763440860215055,5.0
TAPB,biosnap,seed_6,drug,base,0.9,0.2,0.2,907,103,21,82,3.0,0.036585365853658534,5.0
TAPB,biosnap,seed_6,target,base,0.8,0.1,0.2,907,134,13,121,6.0,0.049586776859504134,9.0
TAPB,biosnap,seed_6,target,base,0.8,0.2,0.2,907,134,27,107,5.0,0.04672897196261682,9.0
TAPB,biosnap,seed_6,target,base,0.9,0.1,0.2,907,103,10,93,5.0,0.053763440860215055,5.0
TAPB,biosnap,seed_6,target,base,0.9,0.2,0.2,907,103,21,82,3.0,0.036585365853658534,5.0
TAPB,biosnap,seed_7,drug,base,0.8,0.1,0.2,907,243,24,219,27.0,0.1232876712328767,34.0
TAPB,biosnap,seed_7,drug,base,0.8,0.2,0.2,907,243,49,194,16.0,0.08247422680412371,34.0
TAPB,biosnap,seed_7,drug,base,0.9,0.1,0.2,907,225,22,203,20.0,0.09852216748768473,28.0
TAPB,biosnap,seed_7,drug,base,0.9,0.2,0.2,907,225,45,180,13.0,0.07222222222222222,28.0
TAPB,biosnap,seed_7,target,base,0.8,0.1,0.2,907,243,24,219,27.0,0.1232876712328767,34.0
TAPB,biosnap,seed_7,target,base,0.8,0.2,0.2,907,243,49,194,16.0,0.08247422680412371,34.0
TAPB,biosnap,seed_7,target,base,0.9,0.1,0.2,907,225,22,203,20.0,0.09852216748768473,28.0
TAPB,biosnap,seed_7,target,base,0.9,0.2,0.2,907,225,45,180,13.0,0.07222222222222222,28.0
TAPB,biosnap,seed_8,drug,base,0.8,0.1,0.2,907,169,17,152,19.0,0.125,24.0
TAPB,biosnap,seed_8,drug,base,0.8,0.2,0.2,907,169,34,135,13.0,0.0962962962962963,24.0
TAPB,biosnap,seed_8,drug,base,0.9,0.1,0.2,907,139,14,125,11.0,0.088,15.0
TAPB,biosnap,seed_8,drug,base,0.9,0.2,0.2,907,139,28,111,10.0,0.09009009009009009,15.0
TAPB,biosnap,seed_8,target,base,0.8,0.1,0.2,907,169,17,152,19.0,0.125,24.0
TAPB,biosnap,seed_8,target,base,0.8,0.2,0.2,907,169,34,135,13.0,0.0962962962962963,24.0
TAPB,biosnap,seed_8,target,base,0.9,0.1,0.2,907,139,14,125,11.0,0.088,15.0
TAPB,biosnap,seed_8,target,base,0.9,0.2,0.2,907,139,28,111,10.0,0.09009009009009009,15.0
TAPB,human,seed_4,drug,base,0.8,0.1,0.2,311,61,6,55,7.0,0.12727272727272726,9.0
TAPB,human,seed_4,drug,base,0.8,0.2,0.2,311,61,12,49,6.0,0.12244897959183673,9.0
TAPB,human,seed_4,drug,base,0.9,0.1,0.2,311,51,5,46,5.0,0.10869565217391304,6.0
TAPB,human,seed_4,drug,base,0.9,0.2,0.2,311,51,10,41,3.0,0.07317073170731707,6.0
TAPB,human,seed_4,target,base,0.8,0.1,0.2,311,61,6,55,7.0,0.12727272727272726,9.0
TAPB,human,seed_4,target,base,0.8,0.2,0.2,311,61,12,49,6.0,0.12244897959183673,9.0
TAPB,human,seed_4,target,base,0.9,0.1,0.2,311,51,5,46,5.0,0.10869565217391304,6.0
TAPB,human,seed_4,target,base,0.9,0.2,0.2,311,51,10,41,3.0,0.07317073170731707,6.0
TAPB,human,seed_5,drug,base,0.8,0.1,0.2,311,93,9,84,17.0,0.20238095238095238,23.0
TAPB,human,seed_5,drug,base,0.8,0.2,0.2,311,93,19,74,10.0,0.13513513513513514,23.0
TAPB,human,seed_5,drug,base,0.9,0.1,0.2,311,81,8,73,10.0,0.136986301369863,15.0
TAPB,human,seed_5,drug,base,0.9,0.2,0.2,311,81,16,65,8.0,0.12307692307692308,15.0
TAPB,human,seed_5,target,base,0.8,0.1,0.2,311,93,9,84,17.0,0.20238095238095238,23.0
TAPB,human,seed_5,target,base,0.8,0.2,0.2,311,93,19,74,10.0,0.13513513513513514,23.0
TAPB,human,seed_5,target,base,0.9,0.1,0.2,311,81,8,73,10.0,0.136986301369863,15.0
TAPB,human,seed_5,target,base,0.9,0.2,0.2,311,81,16,65,8.0,0.12307692307692308,15.0
TAPB,human,seed_6,drug,base,0.8,0.1,0.2,311,76,8,68,13.0,0.19117647058823528,15.0
TAPB,human,seed_6,drug,base,0.8,0.2,0.2,311,76,15,61,10.0,0.16393442622950818,15.0
TAPB,human,seed_6,drug,base,0.9,0.1,0.2,311,69,7,62,10.0,0.16129032258064516,13.0
TAPB,human,seed_6,drug,base,0.9,0.2,0.2,311,69,14,55,9.0,0.16363636363636364,13.0
TAPB,human,seed_6,target,base,0.8,0.1,0.2,311,76,8,68,13.0,0.19117647058823528,15.0
TAPB,human,seed_6,target,base,0.8,0.2,0.2,311,76,15,61,10.0,0.16393442622950818,15.0
TAPB,human,seed_6,target,base,0.9,0.1,0.2,311,69,7,62,10.0,0.16129032258064516,13.0
TAPB,human,seed_6,target,base,0.9,0.2,0.2,311,69,14,55,9.0,0.16363636363636364,13.0
TAPB,human,seed_7,drug,base,0.8,0.1,0.2,311,109,11,98,22.0,0.22448979591836735,30.0
TAPB,human,seed_7,drug,base,0.8,0.2,0.2,311,109,22,87,19.0,0.21839080459770116,30.0
TAPB,human,seed_7,drug,base,0.9,0.1,0.2,311,105,10,95,21.0,0.22105263157894736,26.0
TAPB,human,seed_7,drug,base,0.9,0.2,0.2,311,105,21,84,17.0,0.20238095238095238,26.0
TAPB,human,seed_7,target,base,0.8,0.1,0.2,311,109,11,98,22.0,0.22448979591836735,30.0
TAPB,human,seed_7,target,base,0.8,0.2,0.2,311,109,22,87,19.0,0.21839080459770116,30.0
TAPB,human,seed_7,target,base,0.9,0.1,0.2,311,105,10,95,21.0,0.22105263157894736,26.0
TAPB,human,seed_7,target,base,0.9,0.2,0.2,311,105,21,84,17.0,0.20238095238095238,26.0
TAPB,human,seed_8,drug,base,0.8,0.1,0.2,311,103,10,93,23.0,0.24731182795698925,24.0
TAPB,human,seed_8,drug,base,0.8,0.2,0.2,311,103,21,82,18.0,0.21951219512195122,24.0
TAPB,human,seed_8,drug,base,0.9,0.1,0.2,311,101,10,91,23.0,0.25274725274725274,24.0
TAPB,human,seed_8,drug,base,0.9,0.2,0.2,311,101,20,81,17.0,0.20987654320987653,24.0
TAPB,human,seed_8,target,base,0.8,0.1,0.2,311,103,10,93,23.0,0.24731182795698925,24.0
TAPB,human,seed_8,target,base,0.8,0.2,0.2,311,103,21,82,18.0,0.21951219512195122,24.0
TAPB,human,seed_8,target,base,0.9,0.1,0.2,311,101,10,91,23.0,0.25274725274725274,24.0
TAPB,human,seed_8,target,base,0.9,0.2,0.2,311,101,20,81,17.0,0.20987654320987653,24.0
