model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,split,calibration_status,candidate_n,candidate_error_count,deferred_n,deferred_error_count,residual_n,residual_error_count,residual_has_two_classes,residual_error_warning,residual_error_warning_reason
PACE,human,seed_5,target,base,0.9,0.1,0.2,test,fitted,96,20.0,10,5.0,86,15.0,True,False,
PACE,human,seed_5,target,base,0.9,0.2,0.2,validation,cross_fitted,51,9.0,10,3.0,41,6.0,True,True,residual_error_count_lt_10
PACE,human,seed_5,target,base,0.9,0.2,0.2,test,fitted,96,20.0,19,8.0,77,12.0,True,False,
PACE,human,seed_5,drug,base,0.8,0.1,0.2,validation,cross_fitted,52,10.0,5,3.0,47,7.0,True,True,residual_error_count_lt_10
PACE,human,seed_5,drug,base,0.8,0.1,0.2,test,fitted,96,20.0,10,5.0,86,15.0,True,False,
PACE,human,seed_5,drug,base,0.8,0.2,0.2,validation,cross_fitted,52,10.0,10,5.0,42,5.0,True,True,residual_error_count_lt_10
PACE,human,seed_5,drug,base,0.8,0.2,0.2,test,fitted,96,20.0,19,8.0,77,12.0,True,False,
PACE,human,seed_5,drug,base,0.9,0.1,0.2,validation,cross_fitted,51,9.0,5,2.0,46,7.0,True,True,residual_error_count_lt_10
PACE,human,seed_5,drug,base,0.9,0.1,0.2,test,fitted,96,20.0,10,5.0,86,15.0,True,False,
PACE,human,seed_5,drug,base,0.9,0.2,0.2,validation,cross_fitted,51,9.0,10,4.0,41,5.0,True,True,residual_error_count_lt_10
PACE,human,seed_5,drug,base,0.9,0.2,0.2,test,fitted,96,20.0,19,8.0,77,12.0,True,False,
PACE,human,seed_6,target,base,0.8,0.1,0.2,validation,cross_fitted,45,4.0,4,1.0,41,3.0,True,True,residual_error_count_lt_10
PACE,human,seed_6,target,base,0.8,0.1,0.2,test,fitted,85,17.0,8,4.0,77,13.0,True,False,
PACE,human,seed_6,target,base,0.8,0.2,0.2,validation,cross_fitted,45,4.0,9,2.0,36,2.0,True,True,residual_error_count_lt_10
PACE,human,seed_6,target,base,0.8,0.2,0.2,test,fitted,85,17.0,17,9.0,68,8.0,True,True,residual_error_count_lt_10
PACE,human,seed_6,target,base,0.9,0.1,0.2,validation,cross_fitted,42,3.0,4,1.0,38,2.0,True,True,residual_error_count_lt_10
PACE,human,seed_6,target,base,0.9,0.1,0.2,test,fitted,81,16.0,8,5.0,73,11.0,True,False,
PACE,human,seed_6,target,base,0.9,0.2,0.2,validation,cross_fitted,42,3.0,8,2.0,34,1.0,True,True,residual_error_count_lt_10
PACE,human,seed_6,target,base,0.9,0.2,0.2,test,fitted,81,16.0,16,10.0,65,6.0,True,True,residual_error_count_lt_10
PACE,human,seed_6,drug,base,0.8,0.1,0.2,validation,cross_fitted,45,4.0,4,2.0,41,2.0,True,True,residual_error_count_lt_10
PACE,human,seed_6,drug,base,0.8,0.1,0.2,test,fitted,85,17.0,8,4.0,77,13.0,True,False,
PACE,human,seed_6,drug,base,0.8,0.2,0.2,validation,cross_fitted,45,4.0,9,4.0,36,0.0,False,True,residual_error_count_lt_10
PACE,human,seed_6,drug,base,0.8,0.2,0.2,test,fitted,85,17.0,17,9.0,68,8.0,True,True,residual_error_count_lt_10
PACE,human,seed_6,drug,base,0.9,0.1,0.2,validation,cross_fitted,42,3.0,4,3.0,38,0.0,False,True,residual_error_count_lt_10
PACE,human,seed_6,drug,base,0.9,0.1,0.2,test,fitted,81,16.0,8,5.0,73,11.0,True,False,
PACE,human,seed_6,drug,base,0.9,0.2,0.2,validation,cross_fitted,42,3.0,8,3.0,34,0.0,False,True,residual_error_count_lt_10
PACE,human,seed_6,drug,base,0.9,0.2,0.2,test,fitted,81,16.0,16,10.0,65,6.0,True,True,residual_error_count_lt_10
PACE,human,seed_7,target,base,0.8,0.1,0.2,validation,cross_fitted,48,6.0,5,2.0,43,4.0,True,True,residual_error_count_lt_10
PACE,human,seed_7,target,base,0.8,0.1,0.2,test,fitted,91,16.0,9,4.0,82,12.0,True,False,
PACE,human,seed_7,target,base,0.8,0.2,0.2,validation,cross_fitted,48,6.0,10,4.0,38,2.0,True,True,residual_error_count_lt_10
PACE,human,seed_7,target,base,0.8,0.2,0.2,test,fitted,91,16.0,18,7.0,73,9.0,True,True,residual_error_count_lt_10
PACE,human,seed_7,target,base,0.9,0.1,0.2,validation,cross_fitted,46,5.0,5,1.0,41,4.0,True,True,residual_error_count_lt_10
PACE,human,seed_7,target,base,0.9,0.1,0.2,test,fitted,85,14.0,8,3.0,77,11.0,True,False,
PACE,human,seed_7,target,base,0.9,0.2,0.2,validation,cross_fitted,46,5.0,9,3.0,37,2.0,True,True,residual_error_count_lt_10
PACE,human,seed_7,target,base,0.9,0.2,0.2,test,fitted,85,14.0,17,9.0,68,5.0,True,True,residual_error_count_lt_10
PACE,human,seed_7,drug,base,0.8,0.1,0.2,validation,cross_fitted,48,6.0,5,3.0,43,3.0,True,True,residual_error_count_lt_10
PACE,human,seed_7,drug,base,0.8,0.1,0.2,test,fitted,91,16.0,9,4.0,82,12.0,True,False,
PACE,human,seed_7,drug,base,0.8,0.2,0.2,validation,cross_fitted,48,6.0,10,4.0,38,2.0,True,True,residual_error_count_lt_10
PACE,human,seed_7,drug,base,0.8,0.2,0.2,test,fitted,91,16.0,18,7.0,73,9.0,True,True,residual_error_count_lt_10
PACE,human,seed_7,drug,base,0.9,0.1,0.2,validation,cross_fitted,46,5.0,5,3.0,41,2.0,True,True,residual_error_count_lt_10
PACE,human,seed_7,drug,base,0.9,0.1,0.2,test,fitted,85,14.0,8,3.0,77,11.0,True,False,
PACE,human,seed_7,drug,base,0.9,0.2,0.2,validation,cross_fitted,46,5.0,9,4.0,37,1.0,True,True,residual_error_count_lt_10
PACE,human,seed_7,drug,base,0.9,0.2,0.2,test,fitted,85,14.0,17,9.0,68,5.0,True,True,residual_error_count_lt_10
PACE,human,seed_8,target,base,0.8,0.1,0.2,validation,cross_fitted,53,7.0,5,1.0,48,6.0,True,True,residual_error_count_lt_10
PACE,human,seed_8,target,base,0.8,0.1,0.2,test,fitted,95,17.0,10,5.0,85,12.0,True,False,
PACE,human,seed_8,target,base,0.8,0.2,0.2,validation,cross_fitted,53,7.0,11,1.0,42,6.0,True,True,residual_error_count_lt_10
PACE,human,seed_8,target,base,0.8,0.2,0.2,test,fitted,95,17.0,19,8.0,76,9.0,True,True,residual_error_count_lt_10
PACE,human,seed_8,target,base,0.9,0.1,0.2,validation,cross_fitted,53,7.0,5,1.0,48,6.0,True,True,residual_error_count_lt_10
PACE,human,seed_8,target,base,0.9,0.1,0.2,test,fitted,93,15.0,9,4.0,84,11.0,True,False,
PACE,human,seed_8,target,base,0.9,0.2,0.2,validation,cross_fitted,53,7.0,11,1.0,42,6.0,True,True,residual_error_count_lt_10
PACE,human,seed_8,target,base,0.9,0.2,0.2,test,fitted,93,15.0,19,7.0,74,8.0,True,True,residual_error_count_lt_10
PACE,human,seed_8,drug,base,0.8,0.1,0.2,validation,cross_fitted,53,7.0,5,0.0,48,7.0,True,True,residual_error_count_lt_10
PACE,human,seed_8,drug,base,0.8,0.1,0.2,test,fitted,95,17.0,10,5.0,85,12.0,True,False,
PACE,human,seed_8,drug,base,0.8,0.2,0.2,validation,cross_fitted,53,7.0,11,0.0,42,7.0,True,True,residual_error_count_lt_10
PACE,human,seed_8,drug,base,0.8,0.2,0.2,test,fitted,95,17.0,19,8.0,76,9.0,True,True,residual_error_count_lt_10
PACE,human,seed_8,drug,base,0.9,0.1,0.2,validation,cross_fitted,53,7.0,5,0.0,48,7.0,True,True,residual_error_count_lt_10
PACE,human,seed_8,drug,base,0.9,0.1,0.2,test,fitted,93,15.0,9,4.0,84,11.0,True,False,
PACE,human,seed_8,drug,base,0.9,0.2,0.2,validation,cross_fitted,53,7.0,11,0.0,42,7.0,True,True,residual_error_count_lt_10
PACE,human,seed_8,drug,base,0.9,0.2,0.2,test,fitted,93,15.0,19,7.0,74,8.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_4,target,base,0.8,0.1,0.2,validation,cross_fitted,812,107.0,81,24.0,731,83.0,True,False,
TAPB,biosnap,seed_4,target,base,0.8,0.1,0.2,test,fitted,224,27.0,22,4.0,202,23.0,True,False,
TAPB,biosnap,seed_4,target,base,0.8,0.2,0.2,validation,cross_fitted,812,107.0,162,40.0,650,67.0,True,False,
TAPB,biosnap,seed_4,target,base,0.8,0.2,0.2,test,fitted,224,27.0,45,8.0,179,19.0,True,False,
TAPB,biosnap,seed_4,target,base,0.9,0.1,0.2,validation,cross_fitted,667,69.0,67,14.0,600,55.0,True,False,
TAPB,biosnap,seed_4,target,base,0.9,0.1,0.2,test,fitted,185,20.0,18,4.0,167,16.0,True,False,
TAPB,biosnap,seed_4,target,base,0.9,0.2,0.2,validation,cross_fitted,667,69.0,133,25.0,534,44.0,True,False,
TAPB,biosnap,seed_4,target,base,0.9,0.2,0.2,test,fitted,185,20.0,37,9.0,148,11.0,True,False,
TAPB,biosnap,seed_4,drug,base,0.8,0.1,0.2,validation,cross_fitted,812,107.0,81,23.0,731,84.0,True,False,
TAPB,biosnap,seed_4,drug,base,0.8,0.1,0.2,test,fitted,224,27.0,22,4.0,202,23.0,True,False,
TAPB,biosnap,seed_4,drug,base,0.8,0.2,0.2,validation,cross_fitted,812,107.0,162,39.0,650,68.0,True,False,
TAPB,biosnap,seed_4,drug,base,0.8,0.2,0.2,test,fitted,224,27.0,45,8.0,179,19.0,True,False,
TAPB,biosnap,seed_4,drug,base,0.9,0.1,0.2,validation,cross_fitted,667,69.0,67,12.0,600,57.0,True,False,
TAPB,biosnap,seed_4,drug,base,0.9,0.1,0.2,test,fitted,185,20.0,18,4.0,167,16.0,True,False,
TAPB,biosnap,seed_4,drug,base,0.9,0.2,0.2,validation,cross_fitted,667,69.0,133,26.0,534,43.0,True,False,
TAPB,biosnap,seed_4,drug,base,0.9,0.2,0.2,test,fitted,185,20.0,37,9.0,148,11.0,True,False,
TAPB,biosnap,seed_5,target,base,0.8,0.1,0.2,validation,cross_fitted,490,43.0,49,7.0,441,36.0,True,False,
TAPB,biosnap,seed_5,target,base,0.8,0.1,0.2,test,fitted,128,11.0,13,3.0,115,8.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_5,target,base,0.8,0.2,0.2,validation,cross_fitted,490,43.0,98,14.0,392,29.0,True,False,
TAPB,biosnap,seed_5,target,base,0.8,0.2,0.2,test,fitted,128,11.0,26,3.0,102,8.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_5,target,base,0.9,0.1,0.2,validation,cross_fitted,348,25.0,35,3.0,313,22.0,True,False,
TAPB,biosnap,seed_5,target,base,0.9,0.1,0.2,test,fitted,100,8.0,10,1.0,90,7.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_5,target,base,0.9,0.2,0.2,validation,cross_fitted,348,25.0,70,9.0,278,16.0,True,False,
TAPB,biosnap,seed_5,target,base,0.9,0.2,0.2,test,fitted,100,8.0,20,2.0,80,6.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_5,drug,base,0.8,0.1,0.2,validation,cross_fitted,490,43.0,49,9.0,441,34.0,True,False,
TAPB,biosnap,seed_5,drug,base,0.8,0.1,0.2,test,fitted,128,11.0,13,3.0,115,8.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_5,drug,base,0.8,0.2,0.2,validation,cross_fitted,490,43.0,98,14.0,392,29.0,True,False,
TAPB,biosnap,seed_5,drug,base,0.8,0.2,0.2,test,fitted,128,11.0,26,3.0,102,8.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_5,drug,base,0.9,0.1,0.2,validation,cross_fitted,348,25.0,35,3.0,313,22.0,True,False,
TAPB,biosnap,seed_5,drug,base,0.9,0.1,0.2,test,fitted,100,8.0,10,1.0,90,7.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_5,drug,base,0.9,0.2,0.2,validation,cross_fitted,348,25.0,70,7.0,278,18.0,True,False,
TAPB,biosnap,seed_5,drug,base,0.9,0.2,0.2,test,fitted,100,8.0,20,2.0,80,6.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_6,target,base,0.8,0.1,0.2,validation,cross_fitted,489,48.0,49,12.0,440,36.0,True,False,
TAPB,biosnap,seed_6,target,base,0.8,0.1,0.2,test,fitted,134,9.0,13,3.0,121,6.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_6,target,base,0.8,0.2,0.2,validation,cross_fitted,489,48.0,98,24.0,391,24.0,True,False,
TAPB,biosnap,seed_6,target,base,0.8,0.2,0.2,test,fitted,134,9.0,27,4.0,107,5.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_6,target,base,0.9,0.1,0.2,validation,cross_fitted,371,17.0,37,5.0,334,12.0,True,False,
TAPB,biosnap,seed_6,target,base,0.9,0.1,0.2,test,fitted,103,5.0,10,0.0,93,5.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_6,target,base,0.9,0.2,0.2,validation,cross_fitted,371,17.0,74,6.0,297,11.0,True,False,
TAPB,biosnap,seed_6,target,base,0.9,0.2,0.2,test,fitted,103,5.0,21,2.0,82,3.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_6,drug,base,0.8,0.1,0.2,validation,cross_fitted,489,48.0,49,13.0,440,35.0,True,False,
TAPB,biosnap,seed_6,drug,base,0.8,0.1,0.2,test,fitted,134,9.0,13,3.0,121,6.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_6,drug,base,0.8,0.2,0.2,validation,cross_fitted,489,48.0,98,25.0,391,23.0,True,False,
TAPB,biosnap,seed_6,drug,base,0.8,0.2,0.2,test,fitted,134,9.0,27,4.0,107,5.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_6,drug,base,0.9,0.1,0.2,validation,cross_fitted,371,17.0,37,4.0,334,13.0,True,False,
TAPB,biosnap,seed_6,drug,base,0.9,0.1,0.2,test,fitted,103,5.0,10,0.0,93,5.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_6,drug,base,0.9,0.2,0.2,validation,cross_fitted,371,17.0,74,6.0,297,11.0,True,False,
TAPB,biosnap,seed_6,drug,base,0.9,0.2,0.2,test,fitted,103,5.0,21,2.0,82,3.0,True,True,residual_error_count_lt_10
TAPB,biosnap,seed_7,target,base,0.8,0.1,0.2,validation,cross_fitted,954,161.0,95,32.0,859,129.0,True,False,
TAPB,biosnap,seed_7,target,base,0.8,0.1,0.2,test,fitted,243,34.0,24,7.0,219,27.0,True,False,
TAPB,biosnap,seed_7,target,base,0.8,0.2,0.2,validation,cross_fitted,954,161.0,191,62.0,763,99.0,True,False,
TAPB,biosnap,seed_7,target,base,0.8,0.2,0.2,test,fitted,243,34.0,49,18.0,194,16.0,True,False,
TAPB,biosnap,seed_7,target,base,0.9,0.1,0.2,validation,cross_fitted,869,135.0,87,29.0,782,106.0,True,False,
TAPB,biosnap,seed_7,target,base,0.9,0.1,0.2,test,fitted,225,28.0,22,8.0,203,20.0,True,False,
TAPB,biosnap,seed_7,target,base,0.9,0.2,0.2,validation,cross_fitted,869,135.0,174,55.0,695,80.0,True,False,
TAPB,biosnap,seed_7,target,base,0.9,0.2,0.2,test,fitted,225,28.0,45,15.0,180,13.0,True,False,
TAPB,biosnap,seed_7,drug,base,0.8,0.1,0.2,validation,cross_fitted,954,161.0,95,32.0,859,129.0,True,False,
TAPB,biosnap,seed_7,drug,base,0.8,0.1,0.2,test,fitted,243,34.0,24,7.0,219,27.0,True,False,
TAPB,biosnap,seed_7,drug,base,0.8,0.2,0.2,validation,cross_fitted,954,161.0,191,60.0,763,101.0,True,False,
TAPB,biosnap,seed_7,drug,base,0.8,0.2,0.2,test,fitted,243,34.0,49,18.0,194,16.0,True,False,
TAPB,biosnap,seed_7,drug,base,0.9,0.1,0.2,validation,cross_fitted,869,135.0,87,26.0,782,109.0,True,False,
TAPB,biosnap,seed_7,drug,base,0.9,0.1,0.2,test,fitted,225,28.0,22,8.0,203,20.0,True,False,
TAPB,biosnap,seed_7,drug,base,0.9,0.2,0.2,validation,cross_fitted,869,135.0,174,56.0,695,79.0,True,False,
TAPB,biosnap,seed_7,drug,base,0.9,0.2,0.2,test,fitted,225,28.0,45,15.0,180,13.0,True,False,
TAPB,biosnap,seed_8,target,base,0.8,0.1,0.2,validation,cross_fitted,642,65.0,64,11.0,578,54.0,True,False,
TAPB,biosnap,seed_8,target,base,0.8,0.1,0.2,test,fitted,169,24.0,17,5.0,152,19.0,True,False,
TAPB,biosnap,seed_8,target,base,0.8,0.2,0.2,validation,cross_fitted,642,65.0,128,23.0,514,42.0,True,False,
TAPB,biosnap,seed_8,target,base,0.8,0.2,0.2,test,fitted,169,24.0,34,11.0,135,13.0,True,False,
TAPB,biosnap,seed_8,target,base,0.9,0.1,0.2,validation,cross_fitted,501,40.0,50,4.0,451,36.0,True,False,
TAPB,biosnap,seed_8,target,base,0.9,0.1,0.2,test,fitted,139,15.0,14,4.0,125,11.0,True,False,
TAPB,biosnap,seed_8,target,base,0.9,0.2,0.2,validation,cross_fitted,501,40.0,100,13.0,401,27.0,True,False,
TAPB,biosnap,seed_8,target,base,0.9,0.2,0.2,test,fitted,139,15.0,28,5.0,111,10.0,True,False,
TAPB,biosnap,seed_8,drug,base,0.8,0.1,0.2,validation,cross_fitted,642,65.0,64,10.0,578,55.0,True,False,
TAPB,biosnap,seed_8,drug,base,0.8,0.1,0.2,test,fitted,169,24.0,17,5.0,152,19.0,True,False,
TAPB,biosnap,seed_8,drug,base,0.8,0.2,0.2,validation,cross_fitted,642,65.0,128,23.0,514,42.0,True,False,
TAPB,biosnap,seed_8,drug,base,0.8,0.2,0.2,test,fitted,169,24.0,34,11.0,135,13.0,True,False,
TAPB,biosnap,seed_8,drug,base,0.9,0.1,0.2,validation,cross_fitted,501,40.0,50,6.0,451,34.0,True,False,
TAPB,biosnap,seed_8,drug,base,0.9,0.1,0.2,test,fitted,139,15.0,14,4.0,125,11.0,True,False,
TAPB,biosnap,seed_8,drug,base,0.9,0.2,0.2,validation,cross_fitted,501,40.0,100,14.0,401,26.0,True,False,
TAPB,biosnap,seed_8,drug,base,0.9,0.2,0.2,test,fitted,139,15.0,28,5.0,111,10.0,True,False,
TAPB,bindingdb,seed_4,target,base,0.8,0.1,0.2,validation,cross_fitted,14,5.0,1,0.0,13,5.0,True,True,residual_error_count_lt_10
TAPB,bindingdb,seed_4,target,base,0.8,0.1,0.2,test,fitted,3,0.0,0,0.0,3,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_4,target,base,0.8,0.2,0.2,validation,cross_fitted,14,5.0,3,0.0,11,5.0,True,True,residual_error_count_lt_10
TAPB,bindingdb,seed_4,target,base,0.8,0.2,0.2,test,fitted,3,0.0,1,0.0,2,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_4,target,base,0.9,0.1,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_4,target,base,0.9,0.1,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_4,target,base,0.9,0.2,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_4,target,base,0.9,0.2,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_4,drug,base,0.8,0.1,0.2,validation,cross_fitted,14,5.0,1,0.0,13,5.0,True,True,residual_error_count_lt_10
TAPB,bindingdb,seed_4,drug,base,0.8,0.1,0.2,test,fitted,3,0.0,0,0.0,3,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_4,drug,base,0.8,0.2,0.2,validation,cross_fitted,14,5.0,3,1.0,11,4.0,True,True,residual_error_count_lt_10
TAPB,bindingdb,seed_4,drug,base,0.8,0.2,0.2,test,fitted,3,0.0,1,0.0,2,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_4,drug,base,0.9,0.1,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_4,drug,base,0.9,0.1,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_4,drug,base,0.9,0.2,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_4,drug,base,0.9,0.2,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_5,target,base,0.8,0.1,0.2,validation,cross_fitted,836,296.0,84,22.0,752,274.0,True,False,
TAPB,bindingdb,seed_5,target,base,0.8,0.1,0.2,test,fitted,215,80.0,22,8.0,193,72.0,True,False,
TAPB,bindingdb,seed_5,target,base,0.8,0.2,0.2,validation,cross_fitted,836,296.0,167,49.0,669,247.0,True,False,
TAPB,bindingdb,seed_5,target,base,0.8,0.2,0.2,test,fitted,215,80.0,43,21.0,172,59.0,True,False,
TAPB,bindingdb,seed_5,target,base,0.9,0.1,0.2,validation,cross_fitted,573,190.0,57,14.0,516,176.0,True,False,
TAPB,bindingdb,seed_5,target,base,0.9,0.1,0.2,test,fitted,139,46.0,14,6.0,125,40.0,True,False,
TAPB,bindingdb,seed_5,target,base,0.9,0.2,0.2,validation,cross_fitted,573,190.0,115,25.0,458,165.0,True,False,
TAPB,bindingdb,seed_5,target,base,0.9,0.2,0.2,test,fitted,139,46.0,28,10.0,111,36.0,True,False,
TAPB,bindingdb,seed_5,drug,base,0.8,0.1,0.2,validation,cross_fitted,836,296.0,84,41.0,752,255.0,True,False,
TAPB,bindingdb,seed_5,drug,base,0.8,0.1,0.2,test,fitted,215,80.0,22,8.0,193,72.0,True,False,
TAPB,bindingdb,seed_5,drug,base,0.8,0.2,0.2,validation,cross_fitted,836,296.0,167,72.0,669,224.0,True,False,
TAPB,bindingdb,seed_5,drug,base,0.8,0.2,0.2,test,fitted,215,80.0,43,21.0,172,59.0,True,False,
TAPB,bindingdb,seed_5,drug,base,0.9,0.1,0.2,validation,cross_fitted,573,190.0,57,23.0,516,167.0,True,False,
TAPB,bindingdb,seed_5,drug,base,0.9,0.1,0.2,test,fitted,139,46.0,14,6.0,125,40.0,True,False,
TAPB,bindingdb,seed_5,drug,base,0.9,0.2,0.2,validation,cross_fitted,573,190.0,115,46.0,458,144.0,True,False,
TAPB,bindingdb,seed_5,drug,base,0.9,0.2,0.2,test,fitted,139,46.0,28,10.0,111,36.0,True,False,
TAPB,bindingdb,seed_6,target,base,0.8,0.1,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_6,target,base,0.8,0.1,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_6,target,base,0.8,0.2,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_6,target,base,0.8,0.2,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_6,target,base,0.9,0.1,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_6,target,base,0.9,0.1,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_6,target,base,0.9,0.2,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_6,target,base,0.9,0.2,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
TAPB,bindingdb,seed_6,drug,base,0.8,0.1,0.2,validation,cross_fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
