model,dataset,test_run,group_axis,review_fraction,delta_error_detection_auroc_vs_uncertainty,delta_error_detection_auprc_vs_uncertainty,delta_review_error_rate_vs_uncertainty,delta_review_lift_vs_uncertainty,delta_review_recall_of_residual_errors_vs_uncertainty,delta_combined_recall_of_candidate_errors_vs_uncertainty,delta_retained_accuracy_after_review_vs_uncertainty,delta_retained_accuracy_gain_vs_residual_vs_uncertainty,delta_deduplicated_error_detection_auroc_vs_uncertainty,delta_deduplicated_error_detection_auprc_vs_uncertainty,delta_deduplicated_review_error_rate_vs_uncertainty,delta_deduplicated_review_lift_vs_uncertainty,delta_deduplicated_review_recall_of_residual_errors_vs_uncertainty,delta_deduplicated_combined_recall_of_candidate_errors_vs_uncertainty,delta_deduplicated_retained_accuracy_after_review_vs_uncertainty,delta_deduplicated_retained_accuracy_gain_vs_residual_vs_uncertainty
PACE,bindingdb,seed_4,target,0.3,0.000267094017,0.010715693714,-0.009615384616,-0.062869822485,-0.019230769231,-0.016666666667,-0.004237288135,-0.004237288135,,,,,,,,
PACE,bindingdb,seed_5,drug,0.05,0.281971349318,0.516946140326,0.5,8.592045454546,0.529004329004,0.277027027027,0.031001634809,0.031001634809,,,,,,,,
PACE,bindingdb,seed_5,drug,0.1,0.281971349318,0.516946140326,0.258823529412,4.350534759358,0.418722943723,0.207207207207,0.027649995648,0.027649995648,,,,,,,,
PACE,bindingdb,seed_5,drug,0.2,0.281971349318,0.516946140326,0.186204481793,2.366768525592,0.477597402597,0.261261261261,0.04710129906,0.04710129906,,,,,,,,
PACE,bindingdb,seed_5,drug,0.3,0.281971349318,0.516946140326,0.147222222222,1.700353535354,0.507034632035,0.288288288288,0.062555488297,0.062555488297,,,,,,,,
PACE,bindingdb,seed_5,target,0.05,0.0703125,0.194444444444,0.25,4.25,0.25,0.166666666667,0.015625,0.015625,,,,,,,,
PACE,bindingdb,seed_5,target,0.1,0.0703125,0.194444444444,0.083333333333,1.416666666667,0.125,0.083333333333,0.008064516129,0.008064516129,,,,,,,,
PACE,bindingdb,seed_5,target,0.2,0.0703125,0.194444444444,0.035714285714,0.607142857143,0.125,0.083333333333,0.009259259259,0.009259259259,,,,,,,,
PACE,bindingdb,seed_5,target,0.3,0.0703125,0.194444444444,0.025,0.425,0.125,0.083333333333,0.010416666667,0.010416666667,,,,,,,,
PACE,bindingdb,seed_6,drug,0.05,0.182696324144,0.12413105902,0.0,-0.625,-0.041666666666,0.0,-0.001630434783,-0.001630434783,,,,,,,,
PACE,bindingdb,seed_6,drug,0.1,0.182696324144,0.12413105902,0.1,0.8,0.083333333334,0.083333333334,0.011627906976,0.011627906976,,,,,,,,
PACE,bindingdb,seed_6,drug,0.2,0.182696324144,0.12413105902,0.1125,1.05625,0.208333333334,0.166666666667,0.02786377709,0.02786377709,,,,,,,,
PACE,bindingdb,seed_6,drug,0.3,0.182696324144,0.12413105902,0.10989010989,0.975274725274,0.291666666666,0.25,0.046653144016,0.046653144016,,,,,,,,
PACE,bindingdb,seed_6,target,0.05,0.09126984127,0.045052253838,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
PACE,bindingdb,seed_6,target,0.1,0.09126984127,0.045052253838,0.1,0.8,0.083333333334,0.083333333334,0.011627906976,0.011627906976,,,,,,,,
PACE,bindingdb,seed_6,target,0.2,0.09126984127,0.045052253838,0.1,0.8,0.166666666666,0.166666666666,0.026315789474,0.026315789474,,,,,,,,
PACE,bindingdb,seed_6,target,0.3,0.09126984127,0.045052253838,0.071428571428,0.571428571428,0.166666666666,0.166666666666,0.029411764706,0.029411764706,,,,,,,,
PACE,bindingdb,seed_7,drug,0.05,-0.014823717949,-0.106980391268,-0.333333333333,-1.490384615385,-0.069711538462,-0.052631578947,-0.016312997348,-0.016312997348,,,,,,,,
PACE,bindingdb,seed_7,drug,0.1,-0.014823717949,-0.106980391268,-0.238095238095,-1.085622710623,-0.108173076923,-0.078947368421,-0.026378539494,-0.026378539494,,,,,,,,
PACE,bindingdb,seed_7,drug,0.2,-0.014823717949,-0.106980391268,-0.154761904762,-0.694597069597,-0.139423076923,-0.105263157895,-0.038926681784,-0.038926681784,,,,,,,,
PACE,bindingdb,seed_7,drug,0.3,-0.014823717949,-0.106980391268,-0.080555555556,-0.366933760684,-0.108173076923,-0.078947368421,-0.03367248062,-0.03367248062,,,,,,,,
PACE,bindingdb,seed_7,target,0.05,-0.007211538462,-0.023565712696,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
PACE,bindingdb,seed_7,target,0.1,-0.007211538462,-0.023565712696,-0.083333333334,-0.391025641026,-0.038461538462,-0.026315789474,-0.009090909091,-0.009090909091,,,,,,,,
PACE,bindingdb,seed_7,target,0.2,-0.007211538462,-0.023565712696,-0.083333333334,-0.391025641026,-0.076923076923,-0.052631578948,-0.020408163266,-0.020408163266,,,,,,,,
PACE,bindingdb,seed_7,target,0.3,-0.007211538462,-0.023565712696,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
PACE,bindingdb,seed_8,drug,0.05,0.232425239456,0.311138608568,0.1875,3.967905405406,0.236486486486,0.0875,0.012480345912,0.012480345912,,,,,,,,
PACE,bindingdb,seed_8,drug,0.1,0.232425239456,0.311138608568,0.233088235294,3.668440078734,0.337676962677,0.15,0.023908038598,0.023908038598,,,,,,,,
PACE,bindingdb,seed_8,drug,0.2,0.232425239456,0.311138608568,0.158170995671,2.128240903241,0.441280566281,0.21875,0.041288144962,0.041288144962,,,,,,,,
PACE,bindingdb,seed_8,drug,0.3,0.232425239456,0.311138608568,0.155909090909,1.73372001872,0.508365508366,0.26875,0.064992877493,0.064992877493,,,,,,,,
PACE,bindingdb,seed_8,target,0.05,0.09765625,0.223930481284,0.25,4.25,0.25,0.1,0.015625,0.015625,,,,,,,,
PACE,bindingdb,seed_8,target,0.1,0.09765625,0.223930481284,0.166666666667,2.833333333333,0.25,0.1,0.016129032258,0.016129032258,,,,,,,,
PACE,bindingdb,seed_8,target,0.2,0.09765625,0.223930481284,0.071428571428,1.214285714286,0.25,0.1,0.018518518518,0.018518518518,,,,,,,,
PACE,bindingdb,seed_8,target,0.3,0.09765625,0.223930481284,0.05,0.85,0.25,0.1,0.020833333333,0.020833333333,,,,,,,,
PACE,biosnap,seed_4,drug,0.05,0.213386753552,0.285457083453,0.414393939394,3.345659603554,0.167919799499,0.117973856209,0.021856166146,0.021856166146,,,,,,,,
PACE,biosnap,seed_4,drug,0.1,0.213386753552,0.285457083453,0.309401913876,2.468215994532,0.244830827068,0.171568627451,0.034102308436,0.034102308436,,,,,,,,
PACE,biosnap,seed_4,drug,0.2,0.213386753552,0.285457083453,0.236328671329,1.85548497555,0.371240601504,0.267483660131,0.059096787138,0.059096787138,,,,,,,,
PACE,biosnap,seed_4,drug,0.3,0.213386753552,0.285457083453,0.149095977791,1.16358619992,0.349780701754,0.252777777778,0.064092308966,0.064092308966,,,,,,,,
PACE,biosnap,seed_4,target,0.05,0.084817582956,0.081258011068,0.155303030303,1.167791638186,0.05780075188,0.044281045752,0.008076277814,0.008076277814,,,,,,,,
PACE,biosnap,seed_4,target,0.1,0.084817582956,0.081258011068,0.093564593302,0.766532809296,0.075657894737,0.049836601307,0.010257936508,0.010257936508,,,,,,,,
PACE,biosnap,seed_4,target,0.2,0.084817582956,0.081258011068,0.064825174825,0.543484202201,0.109022556391,0.073692810458,0.016260485165,0.016260485165,,,,,,,,
PACE,biosnap,seed_4,target,0.3,0.084817582956,0.081258011068,0.053007922768,0.422090982263,0.126879699248,0.090359477124,0.022787980784,0.022787980784,,,,,,,,
PACE,biosnap,seed_5,drug,0.05,0.275974504254,0.279214158818,0.25744047619,3.636607142857,0.185912698413,0.13038277512,0.013862295664,0.013862295664,,,,,,,,
PACE,biosnap,seed_5,drug,0.1,0.275974504254,0.279214158818,0.302369505495,4.256330128205,0.427182539682,0.306220095694,0.033741506692,0.033741506692,,,,,,,,
PACE,biosnap,seed_5,drug,0.2,0.275974504254,0.279214158818,0.193795787546,2.709798534798,0.540873015873,0.381578947368,0.048358576054,0.048358576054,,,,,,,,
PACE,biosnap,seed_5,drug,0.3,0.275974504254,0.279214158818,0.139652988855,1.919110942249,0.57380952381,0.398325358852,0.059542821787,0.059542821787,,,,,,,,
PACE,biosnap,seed_5,target,0.05,0.106787074572,0.184173100852,0.267857142857,3.898511904762,0.199305555556,0.13995215311,0.014427771855,0.014427771855,,,,,,,,
PACE,biosnap,seed_5,target,0.1,0.106787074572,0.184173100852,0.194597069597,2.830677655678,0.283333333333,0.198564593301,0.021641995084,0.021641995084,,,,,,,,
PACE,biosnap,seed_5,target,0.2,0.106787074572,0.184173100852,0.12396978022,1.795529990842,0.357638888889,0.247607655502,0.030833123137,0.030833123137,,,,,,,,
PACE,biosnap,seed_5,target,0.3,0.106787074572,0.184173100852,0.049702380952,0.716071428572,0.214583333333,0.143540669856,0.021265232207,0.021265232207,,,,,,,,
PACE,biosnap,seed_6,drug,0.05,0.151803735559,0.167132073759,0.21626984127,2.775854161271,0.135975135975,0.090062111801,0.011113375804,0.011113375804,,,,,,,,
PACE,biosnap,seed_6,drug,0.1,0.151803735559,0.167132073759,0.100135448916,1.231676057431,0.125582750583,0.090062111801,0.011366089703,0.011366089703,,,,,,,,
PACE,biosnap,seed_6,drug,0.2,0.151803735559,0.167132073759,0.048648931714,0.683090207284,0.135975135975,0.086180124224,0.012087510443,0.012087510443,,,,,,,,
PACE,biosnap,seed_6,drug,0.3,0.151803735559,0.167132073759,0.042007345491,0.574940139156,0.172591297591,0.114906832298,0.01802140955,0.01802140955,,,,,,,,
PACE,biosnap,seed_6,target,0.05,0.01974268636,0.011811585686,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
PACE,biosnap,seed_6,target,0.1,0.01974268636,0.011811585686,-0.00469924812,-0.141081871345,-0.013888888889,-0.00698757764,-0.000496031746,-0.000496031746,,,,,,,,
PACE,biosnap,seed_6,target,0.2,0.01974268636,0.011811585686,-0.008928571428,-0.138888888889,-0.027777777778,-0.017857142857,-0.002232142857,-0.002232142857,,,,,,,,
PACE,biosnap,seed_6,target,0.3,0.01974268636,0.011811585686,-0.004464285714,-0.046378968254,-0.013888888889,-0.010869565218,-0.001908396946,-0.001908396946,,,,,,,,
PACE,biosnap,seed_7,drug,0.05,0.021290286366,-0.010969098935,0.129464285714,1.822802197802,0.088942307692,0.066666666667,0.00665030388,0.00665030388,,,,,,,,
PACE,biosnap,seed_7,drug,0.1,0.021290286366,-0.010969098935,0.052941849817,1.129693223443,0.112980769231,0.05,0.005807906495,0.005807906495,,,,,,,,
PACE,biosnap,seed_7,drug,0.2,0.021290286366,-0.010969098935,0.023772204807,0.346226689977,0.069711538462,0.05,0.00600132626,0.00600132626,,,,,,,,
PACE,biosnap,seed_7,drug,0.3,0.021290286366,-0.010969098935,0.000942684766,0.107230392157,0.03125,0.0,0.000339167006,0.000339167006,,,,,,,,
PACE,biosnap,seed_7,target,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
PACE,biosnap,seed_7,target,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
PACE,biosnap,seed_7,target,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
PACE,biosnap,seed_7,target,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
PACE,biosnap,seed_8,drug,0.05,0.198150548616,0.231859987981,0.279761904762,3.347152847153,0.171416083916,0.1125,0.015053910819,0.015053910819,,,,,,,,
PACE,biosnap,seed_8,drug,0.1,0.198150548616,0.231859987981,0.243849206349,3.124263236763,0.313286713287,0.200625,0.027178116414,0.027178116414,,,,,,,,
PACE,biosnap,seed_8,drug,0.2,0.198150548616,0.231859987981,0.163657407407,2.065675990676,0.411013986014,0.2675,0.040675280814,0.040675280814,,,,,,,,
PACE,biosnap,seed_8,drug,0.3,0.198150548616,0.231859987981,0.106219806763,1.294503141786,0.388286713287,0.25625,0.045510592519,0.045510592519,,,,,,,,
PACE,biosnap,seed_8,target,0.05,0.116540054803,0.100715980544,0.189484126984,2.327922077922,0.120454545454,0.0825,0.01030244883,0.01030244883,,,,,,,,
PACE,biosnap,seed_8,target,0.1,0.116540054803,0.100715980544,0.131349206349,1.664123376623,0.168181818182,0.11375,0.014759219415,0.014759219415,,,,,,,,
PACE,biosnap,seed_8,target,0.2,0.116540054803,0.100715980544,0.118518518518,1.55606060606,0.309090909091,0.2075,0.029390558591,0.029390558591,,,,,,,,
PACE,biosnap,seed_8,target,0.3,0.116540054803,0.100715980544,0.079951690821,0.962994071146,0.288636363636,0.200625,0.034223530524,0.034223530524,,,,,,,,
PACE,human,seed_4,drug,0.05,-0.025701001507,-0.006325058157,0.0,-0.049388111888,-0.003496503496,-0.000657894737,-0.000150966183,-0.000150966183,-0.028878528878,-0.0207673901,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_4,drug,0.1,-0.025701001507,-0.006325058157,0.03125,0.182692307692,0.019230769231,0.0125,0.003676470588,0.003676470588,-0.028878528878,-0.0207673901,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_4,drug,0.2,-0.025701001507,-0.006325058157,-0.016666666667,-0.097435897436,-0.019230769231,-0.0125,-0.004098360656,-0.004098360656,-0.028878528878,-0.0207673901,-0.019230769231,-0.099112426036,-0.019230769231,-0.0125,-0.00462962963,-0.00462962963
PACE,human,seed_4,drug,0.3,-0.025701001507,-0.006325058157,0.000494071146,0.011868072639,0.003496503496,0.000657894737,0.000184979652,0.000184979652,-0.028878528878,-0.0207673901,0.0,0.009440559441,0.003496503496,0.000657894737,0.000236406619,0.000236406619
PACE,human,seed_4,target,0.05,-0.065156098754,-0.05126890967,0.0,-0.102272727273,-0.008021390374,-0.000657894737,-0.000536768653,-0.000536768653,-0.072432891899,-0.075916373908,-0.083333333333,-0.429487179487,-0.019230769231,-0.0125,-0.00390625,-0.00390625
PACE,human,seed_4,target,0.1,-0.065156098754,-0.05126890967,-0.0625,-0.33342760181,-0.033936651584,-0.025657894737,-0.007054848967,-0.007054848967,-0.072432891899,-0.075916373908,0.0,-0.028603749192,-0.004524886878,0.0,-0.000435323383,-0.000435323383
PACE,human,seed_4,target,0.2,-0.065156098754,-0.05126890967,-0.048039215686,-0.281571369807,-0.056663924311,-0.038157894737,-0.012085176072,-0.012085176072,-0.072432891899,-0.075916373908,-0.074358974359,-0.398934172916,-0.079391197038,-0.051315789474,-0.018482302381,-0.018482302381
PACE,human,seed_4,target,0.3,-0.065156098754,-0.05126890967,-0.009615384616,-0.048076923077,-0.014705882353,-0.0125,-0.004237288135,-0.004237288135,-0.072432891899,-0.075916373908,-0.011363636364,-0.049465240642,-0.014705882353,-0.0125,-0.004807692308,-0.004807692308
PACE,human,seed_5,drug,0.05,-0.050641025641,-0.039687304286,-0.0625,-0.401041666667,-0.020833333333,-0.0125,-0.003424657534,-0.003424657534,-0.059523809524,-0.047959264206,-0.083333333333,-0.472222222222,-0.020833333333,-0.0125,-0.003846153846,-0.003846153846
PACE,human,seed_5,drug,0.1,-0.050641025641,-0.039687304286,0.0,0.0,0.0,0.0,0.0,0.0,-0.059523809524,-0.047959264206,-0.035714285714,-0.202380952381,-0.020833333333,-0.0125,-0.004098360656,-0.004098360656
PACE,human,seed_5,drug,0.2,-0.050641025641,-0.039687304286,-0.016666666667,-0.106944444444,-0.020833333333,-0.0125,-0.004032258065,-0.004032258065,-0.059523809524,-0.047959264206,-0.017857142857,-0.10119047619,-0.020833333333,-0.0125,-0.00462962963,-0.00462962963
PACE,human,seed_5,drug,0.3,-0.050641025641,-0.039687304286,-0.010869565218,-0.069746376812,-0.020833333333,-0.0125,-0.00462962963,-0.00462962963,-0.059523809524,-0.047959264206,-0.0375,-0.2125,-0.0625,-0.0375,-0.015625,-0.015625
PACE,human,seed_5,target,0.05,-0.064707475623,-0.001166912458,-0.0625,-0.358333333333,-0.016666666667,-0.0125,-0.003048780488,-0.003048780488,-0.075994096409,-0.033136224162,0.104166666667,0.627777777778,0.025,0.0125,0.00422008547,0.00422008547
PACE,human,seed_5,target,0.1,-0.064707475623,-0.001166912458,0.0,0.0,0.0,0.0,0.0,0.0,-0.075994096409,-0.033136224162,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_5,target,0.2,-0.064707475623,-0.001166912458,0.016666666667,0.106944444444,0.020833333333,0.0125,0.004032258065,0.004032258065,-0.075994096409,-0.033136224162,0.017857142857,0.10119047619,0.020833333333,0.0125,0.00462962963,0.00462962963
PACE,human,seed_5,target,0.3,-0.064707475623,-0.001166912458,0.030100334448,0.180002787068,0.054166666667,0.0375,0.012962962963,0.012962962963,-0.075994096409,-0.033136224162,-0.014130434783,-0.086594202898,-0.025,-0.0125,-0.005699685535,-0.005699685535
PACE,human,seed_6,drug,0.05,-0.004507211538,-0.005355852669,0.0,0.0,0.0,0.0,0.0,0.0,-0.005698005698,-0.004791401128,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_6,drug,0.1,-0.004507211538,-0.005355852669,0.0,0.0,0.0,0.0,0.0,0.0,-0.005698005698,-0.004791401128,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_6,drug,0.2,-0.004507211538,-0.005355852669,0.0,0.0,0.0,0.0,0.0,0.0,-0.005698005698,-0.004791401128,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_6,drug,0.3,-0.004507211538,-0.005355852669,0.0,0.0,0.0,0.0,0.0,0.0,-0.005698005698,-0.004791401128,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_6,target,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_6,target,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_6,target,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_6,target,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_7,drug,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_7,drug,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_7,drug,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_7,drug,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_7,target,0.05,-0.103901228191,-0.101397127906,-0.0625,-0.4375,-0.022727272727,-0.017857142857,-0.003424657534,-0.003424657534,-0.118640104751,-0.158409150645,-0.25,-1.568181818182,-0.073232323232,-0.051339285714,-0.012231182796,-0.012231182796
PACE,human,seed_7,target,0.1,-0.103901228191,-0.101397127906,-0.165178571428,-1.235615079365,-0.123737373737,-0.084821428571,-0.018445322793,-0.018445322793,-0.118640104751,-0.158409150645,-0.208333333334,-1.276515151515,-0.118686868687,-0.087053571428,-0.021335117454,-0.021335117454
PACE,human,seed_7,target,0.2,-0.103901228191,-0.101397127906,-0.083333333333,-0.583333333333,-0.113636363636,-0.089285714286,-0.020161290322,-0.020161290322,-0.118640104751,-0.158409150645,-0.096153846154,-0.568181818182,-0.113636363636,-0.089285714286,-0.024038461538,-0.024038461538
PACE,human,seed_7,target,0.3,-0.103901228191,-0.101397127906,-0.077075098814,-0.564778216952,-0.169191919192,-0.120535714286,-0.032952069717,-0.032952069717,-0.118640104751,-0.158409150645,-0.101315789474,-0.627392344498,-0.191919191919,-0.138392857143,-0.044696969697,-0.044696969697
PACE,human,seed_8,drug,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_8,drug,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_8,drug,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_8,drug,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_8,target,0.05,-0.038786841013,-0.009416288298,0.0625,0.442708333333,0.020833333333,0.014705882353,0.003086419753,0.003086419753,-0.034991306508,-0.009309001067,0.0625,0.380208333333,0.020833333333,0.014705882353,0.003623188406,0.003623188406
PACE,human,seed_8,target,0.1,-0.038786841013,-0.009416288298,0.0,0.0,0.0,0.0,0.0,0.0,-0.034991306508,-0.009309001067,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_8,target,0.2,-0.038786841013,-0.009416288298,0.0,0.0,0.0,0.0,0.0,0.0,-0.034991306508,-0.009309001067,0.0,0.0,0.0,0.0,0.0,0.0
PACE,human,seed_8,target,0.3,-0.038786841013,-0.009416288298,0.0,0.0,0.0,0.0,0.0,0.0,-0.034991306508,-0.009309001067,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,bindingdb,seed_4,drug,0.05,,,,,,,,,,,,,,,,
TAPB,bindingdb,seed_4,drug,0.1,,,,,,,,,,,,,,,,
